124621,6799	0,000	0,000	0,000
124621,7098	0,000	0,000	0,000
124621,7387	0,000	0,000	0,000
124621,7685	0,000	0,000	0,000
124621,7992	0,000	0,000	0,000
124621,8276	0,000	0,000	0,000
124621,8634	0,000	0,000	0,000
124621,8914	0,000	0,000	0,000
124621,9210	0,000	0,000	0,000
124621,9539	0,000	0,000	0,000
124621,9858	0,000	0,000	0,000
124622,0121	0,000	0,000	0,000
124622,0481	0,000	0,000	0,000
124622,0726	0,000	0,000	0,000
124622,1045	0,000	0,000	0,000
124622,1344	0,000	0,000	0,000
124622,1686	0,000	0,000	0,000
124622,1979	0,000	0,000	0,000
124622,2270	0,000	0,000	0,000
124622,2569	0,000	0,000	0,000
124622,3006	0,000	0,000	0,000
124622,3182	0,000	0,000	0,000
124622,3484	0,000	0,000	0,000
124622,3854	0,000	0,000	0,000
124622,4120	0,000	0,000	0,000
124622,4417	0,000	0,000	0,000
124622,4709	0,000	0,000	0,000
124622,5042	0,000	0,000	0,000
124622,5324	0,000	0,000	0,000
124622,5613	0,000	0,000	0,000
124622,5935	0,000	0,000	0,000
124622,6235	0,000	0,000	0,000
124622,6574	0,000	0,000	0,000
124622,6844	0,000	0,000	0,000
124622,7143	0,000	0,000	0,000
124622,7446	0,000	0,000	0,000
124622,7775	0,000	0,000	0,000
124622,8323	0,000	0,000	0,000
124622,8513	0,000	0,000	0,000
124622,8742	0,000	0,000	0,000
124622,8981	0,000	0,000	0,000
124622,9266	0,000	0,000	0,000
124622,9593	0,000	0,000	0,000
124622,9880	0,000	0,000	0,000
124623,0206	0,000	0,000	0,000
124623,0487	0,000	0,000	0,000
124623,0805	0,000	0,000	0,000
124623,1098	0,000	0,000	0,000
124623,1396	0,000	0,000	0,000
124623,1699	0,000	0,000	0,000
124623,2024	0,000	0,000	0,000
124623,2312	0,000	0,000	0,000
124623,2606	0,000	0,000	0,000
124623,2969	0,000	0,000	0,000
124623,3238	0,000	0,000	0,000
124623,3518	0,000	0,000	0,000
124623,3817	0,000	0,000	0,000
124623,4126	0,000	0,000	0,000
124623,4455	0,000	0,000	0,000
124623,4754	0,000	0,000	0,000
124623,5054	0,000	0,000	0,000
124623,5397	0,000	0,000	0,000
124623,5647	0,000	0,000	0,000
124623,5946	0,000	0,000	0,000
124623,6265	0,000	0,000	0,000
124623,6564	0,000	0,000	0,000
124623,6893	0,000	0,000	0,000
124623,7183	0,000	0,000	0,000
124623,7542	-432,000	-405,000	-378,000
124623,7791	-540,000	-513,000	-540,000
124623,8150	-540,000	-486,000	-513,000
124623,8389	-486,000	-459,000	-486,000
124623,8738	-486,000	-486,000	-459,000
124623,9008	-486,000	-486,000	-513,000
124623,9317	-513,000	-513,000	-513,000
124623,9606	-486,000	-486,000	-486,000
124623,9915	-486,000	-486,000	-486,000
124624,0214	-513,000	-459,000	-513,000
124624,0544	-486,000	-513,000	-513,000
124624,0823	-513,000	-486,000	-486,000
124624,1132	-486,000	-513,000	-486,000
124624,1451	-486,000	-486,000	-513,000
124624,1770	-513,000	-513,000	-486,000
124624,2079	-486,000	-486,000	-486,000
124624,2339	-486,000	-513,000	-486,000
124624,2638	-513,000	-513,000	-486,000
124624,2937	-513,000	-486,000	-486,000
124624,3246	-486,000	-513,000	-486,000
124624,3545	-486,000	-486,000	-486,000
124624,3875	-486,000	-486,000	-540,000
124624,4174	-459,000	-486,000	-459,000
124624,4513	-513,000	-432,000	-486,000
124624,4762	-486,000	-486,000	-513,000
124624,5061	-486,000	-486,000	-513,000
124624,5381	-486,000	-486,000	-486,000
124624,5650	-513,000	-486,000	-486,000
124624,5969	-486,000	-486,000	-486,000
124624,6258	-486,000	-486,000	-486,000
124624,6587	-486,000	-486,000	-513,000
124624,6877	-486,000	-513,000	-513,000
124624,7435	-486,000	-513,000	-513,000
124624,8246	-486,000	-513,000	-513,000
124624,8407	-486,000	-540,000	-513,000
124624,8638	-486,000	-486,000	-540,000
124624,8920	-486,000	-459,000	-486,000
124624,9187	-432,000	-486,000	-486,000
124624,9487	-486,000	-486,000	-486,000
124624,9836	-513,000	-513,000	-513,000
124625,0127	-486,000	-486,000	-486,000
124625,0416	-513,000	-513,000	-486,000
124625,0975	-459,000	-486,000	-486,000
124625,1154	-459,000	-459,000	-513,000
124625,1334	-513,000	-486,000	-513,000
124625,1623	-486,000	-540,000	-513,000
124625,1915	-459,000	-459,000	-513,000
124625,2235	-513,000	-486,000	-513,000
124625,2591	-486,000	-540,000	-486,000
124625,2845	-513,000	-486,000	-486,000
124625,3210	-486,000	-540,000	-540,000
124625,3465	-486,000	-513,000	-486,000
124625,3747	-486,000	-486,000	-513,000
124625,4065	-459,000	-486,000	-486,000
124625,4381	-486,000	-513,000	-459,000
124625,4670	-513,000	-486,000	-513,000
124625,4961	-513,000	-486,000	-513,000
124625,5271	-459,000	-486,000	-486,000
124625,5575	-486,000	-486,000	-513,000
124625,5886	-486,000	-459,000	-513,000
124625,6174	-486,000	-486,000	-486,000
124625,6536	-486,000	-513,000	-486,000
124625,6820	-513,000	-486,000	-513,000
124625,7705	-459,000	-486,000	-486,000
