time	acc0	acc1	acc2	gyro0	gyro1	gyro2	mag0	mag1	mag2	x	y	z	beta	Qx	Qy	Qz	Qw	orient	deltat	level
94557.9688	-0.0029	0.0003	-0.0003	-0.0194	0.0124	-0.0022	-0.5292	-0.6538	-0.5275	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	0.0	0.0	0.0
94557.9787	-0.0029	0.0013	0.0007	-0.0085	0.0023	0.0006	-0.5292	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0128	0.005	0.02	0.001	1.0	-2.312	0.0099	0.0
94557.9877	-0.0039	0.0013	-0.0003	-0.0199	0.0086	-0.0024	-0.5162	-0.6538	-0.5275	-0.582	0.221	0.402	-0.0133	0.005	0.021	0.0	1.0	-2.387	0.009	0.0
94558.0252	-0.0039	0.0013	0.0007	-0.0216	0.0054	-0.0002	-0.5162	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	-2.328	0.0375	0.0
94558.0345	-0.0029	0.0023	0.0007	-0.0199	0.0171	0.0005	-0.5292	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	-2.324	0.0093	0.0
94558.0639	-0.0029	0.0003	0.0007	-0.0216	0.007	-0.0027	-0.5292	-0.6538	-0.5275	-0.582	0.221	0.402	-0.013	0.005	0.02	0.001	1.0	-2.333	0.0294	0.0
94558.073	-0.0019	0.0013	0.0007	-0.0222	0.0124	-0.0002	-0.5292	-0.6538	-0.4945	-0.582	0.221	0.402	-0.013	0.005	0.02	0.001	1.0	-2.339	0.0091	0.0
94558.0819	-0.0029	0.0013	0.0007	-0.0205	0.007	-0.0006	-0.5292	-0.6538	-0.5275	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.326	0.0089	0.0
94558.1095	-0.0029	0.0023	-0.0003	-0.0154	0.0062	0.0013	-0.5292	-0.6538	-0.4615	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.32	0.0276	0.0
94558.1176	-0.0039	0.0023	0.0007	-0.0233	0.0015	-0.0018	-0.5292	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	-2.321	0.0081	0.0
94558.1564	-0.0029	0.0013	-0.0003	-0.0131	0.0086	-0.0011	-0.5292	-0.6538	-0.5275	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	-2.323	0.0388	0.0
94558.1659	-0.0019	0.0013	-0.0003	-0.0239	0.0039	0.0024	-0.5292	-0.6538	-0.4945	-0.582	0.221	0.402	-0.013	0.005	0.02	0.001	1.0	-2.332	0.0095	0.0
94558.1757	-0.0029	0.0013	0.0007	-0.0154	-0.0008	-0.001	-0.5292	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.327	0.0098	0.0
94558.2146	-0.0039	0.0023	0.0007	-0.0216	0.0203	0.0024	-0.5292	-0.6538	-0.5275	-0.582	0.221	0.402	-0.0135	0.005	0.021	0.001	1.0	-2.428	0.0389	0.0
94558.2236	-0.0029	0.0013	-0.0003	-0.0188	-0.0031	0.0008	-0.5292	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.318	0.009	0.0
94558.2326	-0.0039	0.0023	-0.0003	-0.0182	0.0101	0.0003	-0.5292	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0133	0.005	0.021	0.0	1.0	-2.394	0.009	0.0
94558.2821	-0.0029	0.0013	0.0007	-0.0176	0.0	-0.0016	-0.5292	-0.6538	-0.5275	-0.582	0.221	0.402	-0.013	0.005	0.02	0.001	1.0	-2.333	0.0495	0.0
94558.2908	-0.0029	0.0013	0.0007	-0.0159	0.0101	-0.0021	-0.5292	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.328	0.0087	0.0
94558.3	-0.0029	0.0023	0.0007	-0.0159	0.0094	-0.003	-0.5162	-0.6538	-0.5275	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	-2.315	0.0092	0.0
94558.3481	-0.0029	0.0023	0.0007	-0.021	0.0117	-0.001	-0.5292	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.326	0.0481	0.0
94558.3575	-0.0029	0.0013	0.0007	-0.0142	0.0179	0.0006	-0.5292	-0.6538	-0.4615	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	-2.327	0.0094	0.0
94558.3663	-0.0029	0.0013	0.0007	-0.0194	0.0086	-0.0013	-0.5292	-0.6538	-0.5275	-0.582	0.221	0.402	-0.0131	0.004	0.021	0.001	1.0	-2.359	0.0088	0.0
94558.3944	-0.0029	0.0013	0.0007	-0.0222	0.0	-0.0019	-0.5292	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0128	0.005	0.02	0.001	1.0	-2.308	0.0281	0.0
94558.4033	-0.0029	0.0003	0.0007	-0.0216	0.0054	-0.0005	-0.5292	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	-2.32	0.0089	0.0
94558.4491	-0.0039	0.0023	-0.0003	-0.0222	0.0109	0.0	-0.5292	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	-2.314	0.0458	0.0
94558.4582	-0.0039	0.0013	0.0007	-0.0171	0.0047	-0.0005	-0.5162	-0.6538	-0.5275	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	-2.329	0.0091	0.0
94558.4672	-0.0029	0.0013	0.0007	-0.0131	0.0062	-0.0024	-0.5292	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	-2.323	0.009	0.0
94558.4762	-0.0039	0.0013	0.0007	-0.0125	0.0015	-0.0037	-0.5162	-0.6538	-0.4615	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.33	0.009	0.0
94558.5051	-0.0019	0.0003	-0.0003	-0.0136	0.0031	0.0003	-0.5292	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	-2.319	0.0289	0.0
94558.5141	-0.0029	0.0003	0.0007	-0.0222	0.0124	0.0026	-0.5292	-0.6538	-0.4615	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.316	0.009	0.0
94558.56	-0.0019	0.0013	-0.0003	-0.0136	0.0171	0.0003	-0.5292	-0.6538	-0.5275	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	-2.314	0.0459	0.0
94558.569	-0.0029	0.0003	-0.0003	-0.0205	0.0094	0.0	-0.5292	-0.6538	-0.4615	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	-2.319	0.009	0.0
94558.5776	-0.0029	0.0013	0.0007	-0.0256	0.0086	-0.0016	-0.5162	-0.6538	-0.5275	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.321	0.0086	0.0
94558.5866	-0.0029	0.0013	-0.0003	-0.0222	0.0124	-0.0014	-0.5292	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0125	0.009	0.02	0.001	1.0	-2.243	0.009	0.0
94558.6135	-0.0029	0.0013	-0.0003	-0.0182	0.0031	0.0011	-0.5292	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0128	0.005	0.02	0.0	1.0	-2.309	0.0269	0.0
94558.6239	-0.0029	0.0013	0.0007	-0.0159	0.0062	-0.0014	-0.5292	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.316	0.0104	0.0
94558.6329	-0.0029	0.0013	0.0007	-0.0176	0.0039	-0.0011	-0.5292	-0.6538	-0.4615	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	-2.326	0.009	0.0
94558.652	-0.0039	0.0013	0.0007	-0.0228	0.0078	-0.0034	-0.5292	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.319	0.0191	0.0
94558.661	-0.0029	0.0013	0.0007	-0.0171	0.014	-0.0011	-0.5292	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	-2.321	0.009	0.0
94558.7076	-0.0029	0.0003	0.0007	-0.0188	0.0062	-0.0043	-0.5292	-0.6538	-0.4615	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	-2.329	0.0466	0.0
94558.7167	-0.0029	0.0003	0.0007	-0.0222	0.0047	-0.0008	-0.5292	-0.6538	-0.5275	-0.582	0.221	0.402	-0.0131	0.005	0.021	0.001	1.0	-2.359	0.0091	0.0
94558.7267	-0.0029	0.0023	0.0007	-0.021	-0.0023	-0.0014	-0.5292	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0128	0.005	0.02	0.001	1.0	-2.31	0.01	0.0
94558.7449	-0.0029	0.0023	0.0007	-0.0228	0.007	0.0006	-0.5292	-0.6538	-0.4615	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	-2.322	0.0182	0.0
94558.7556	-0.0029	0.0013	-0.0003	-0.0188	0.0008	-0.0027	-0.5292	-0.6538	-0.5275	-0.582	0.221	0.402	-0.0128	0.005	0.02	0.001	1.0	-2.313	0.0107	0.0
94558.7657	-0.0029	0.0013	0.0007	-0.0085	-0.0124	0.0008	-0.5292	-0.6538	-0.4615	-0.582	0.221	0.402	-0.0123	0.009	0.019	0.0	1.0	-2.214	0.0101	0.0
94558.7761	-0.0029	0.0023	-0.0003	-0.0131	0.0109	-0.0014	-0.5292	-0.6538	-0.5275	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.328	0.0104	0.0
94558.8039	-0.0039	0.0023	0.0007	-0.0222	0.0086	-0.001	-0.5292	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.318	0.0278	0.0
94558.8126	-0.0039	0.0033	0.0007	-0.0205	0.0	-0.0034	-0.5162	-0.6538	-0.5275	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.33	0.0087	0.0
94558.8223	-0.0029	0.0013	-0.0003	-0.0159	0.014	-0.0026	-0.5162	-0.6538	-0.5275	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.318	0.0097	0.0
94558.8585	-0.0029	0.0013	0.0007	-0.0199	0.0094	0.0016	-0.5162	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	-2.319	0.0362	0.0
94558.8665	-0.0039	0.0023	0.0007	-0.0131	0.0109	-0.0003	-0.5162	-0.6538	-0.4615	-0.582	0.221	0.402	-0.0133	0.005	0.021	0.0	1.0	-2.392	0.008	0.0
94558.8758	-0.0039	0.0023	-0.0003	-0.0176	0.0015	0.0014	-0.5162	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.33	0.0093	0.0
94558.885	-0.0029	0.0013	0.0007	-0.0171	-0.0008	0.0018	-0.5162	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.329	0.0092	0.0
94558.9208	-0.0029	0.0013	0.0007	-0.0154	0.0078	-0.001	-0.5162	-0.6538	-0.4615	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.325	0.0358	0.0
94558.9297	-0.0039	0.0013	-0.0003	-0.0131	0.0117	-0.0014	-0.5162	-0.6538	-0.5275	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.317	0.0089	0.0
94558.9387	-0.0029	0.0013	-0.0003	-0.0125	0.0101	0.0002	-0.5032	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0127	0.006	0.02	0.0	1.0	-2.293	0.009	0.0
94558.9477	-0.0019	0.0003	-0.0003	-0.0136	0.0101	-0.0002	-0.5162	-0.6538	-0.4615	-0.582	0.221	0.402	-0.0123	0.009	0.019	0.0	1.0	-2.209	0.009	0.0
94558.9846	-0.0029	0.0023	-0.0003	-0.0256	-0.0078	0.001	-0.5162	-0.6538	-0.4615	-0.582	0.221	0.402	-0.0133	0.005	0.021	0.0	1.0	-2.396	0.0369	0.0
94558.9936	-0.0029	0.0013	-0.0003	-0.0319	0.0117	0.0005	-0.5162	-0.6674	-0.4945	-0.582	0.221	0.402	-0.0133	0.005	0.021	0.0	1.0	-2.395	0.009	0.0
94559.0025	-0.0029	0.0023	-0.0003	-0.021	0.0054	-0.0018	-0.5162	-0.6538	-0.4615	-0.582	0.221	0.402	-0.0132	0.005	0.021	0.0	1.0	-2.381	0.0089	0.0
94559.0488	-0.0029	0.0023	0.0007	-0.0154	0.0031	0.0	-0.5162	-0.6538	-0.5275	-0.582	0.221	0.402	-0.0132	0.005	0.021	0.0	1.0	-2.381	0.0463	0.0
94559.0577	-0.0029	0.0013	0.0007	-0.0222	0.0039	-0.0003	-0.5162	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0126	0.009	0.02	0.0	1.0	-2.272	0.0089	0.0
94559.0677	-0.0029	0.0003	0.0007	-0.0148	0.0023	-0.0026	-0.5162	-0.6538	-0.4615	-0.582	0.221	0.402	-0.0135	0.005	0.021	0.001	1.0	-2.425	0.01	0.0
94559.0767	-0.0039	0.0023	0.0007	-0.0216	0.0	0.0016	-0.5162	-0.6538	-0.5275	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	-2.319	0.009	0.0
94559.1039	-0.0029	0.0013	-0.0003	-0.0205	-0.0008	0.0016	-0.5162	-0.6538	-0.4615	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.325	0.0272	0.0
94559.1127	-0.0029	0.0023	0.0007	-0.021	0.0031	0.0	-0.5032	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0117	0.008	0.018	0.0	1.0	-2.1	0.0088	0.0
94559.1218	-0.0029	0.0013	0.0007	-0.0199	0.0039	0.0018	-0.5162	-0.6538	-0.4615	-0.582	0.221	0.402	-0.013	0.005	0.02	0.001	1.0	-2.333	0.0091	0.0
94559.1599	-0.0029	0.0023	0.0007	-0.0142	0.0047	0.001	-0.5162	-0.6538	-0.4615	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	-2.325	0.0381	0.0
94559.1689	-0.0029	0.0013	0.0007	-0.0171	0.0148	-0.0018	-0.5032	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.315	0.009	0.0
94559.1778	-0.0029	0.0013	-0.0003	-0.0176	0.0008	-0.0016	-0.5162	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0128	0.005	0.02	0.0	1.0	-2.312	0.0089	0.0
94559.2148	-0.0029	0.0013	0.0007	-0.0176	0.0023	-0.0005	-0.5162	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	-2.322	0.037	0.0
94559.2238	-0.0029	0.0023	0.0007	-0.0199	-0.0054	0.0005	-0.5162	-0.6538	-0.4615	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.328	0.009	0.0
94559.2625	-0.0029	0.0013	0.0007	-0.0119	-0.0008	-0.0006	-0.5162	-0.6538	-0.4615	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.316	0.0387	0.0
94559.2715	-0.0029	0.0003	-0.0003	-0.0176	0.0023	0.0005	-0.5032	-0.6538	-0.5275	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.319	0.009	0.0
94559.3183	-0.0019	0.0013	-0.0003	-0.0302	0.0	-0.0019	-0.5162	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	-2.317	0.0468	0.0
94559.3273	-0.0029	0.0013	-0.0003	-0.0199	-0.0015	-0.0016	-0.5032	-0.6538	-0.5275	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	-2.326	0.009	0.0
94559.3363	-0.0039	0.0023	0.0007	-0.0199	0.0078	-0.0011	-0.5032	-0.6538	-0.5275	-0.582	0.221	0.402	-0.0131	0.006	0.021	0.0	1.0	-2.361	0.009	0.0
94559.3452	-0.0029	0.0023	0.0007	-0.021	0.0047	-0.0019	-0.5162	-0.6538	-0.4615	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.316	0.0089	0.0
94559.354	-0.0029	0.0013	-0.0003	-0.0194	0.0023	0.0008	-0.5162	-0.6538	-0.5275	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.314	0.0088	0.0
94559.4009	-0.0029	0.0013	0.0007	-0.021	0.0156	-0.0008	-0.5032	-0.6538	-0.4615	-0.582	0.221	0.402	-0.0127	0.006	0.02	0.0	1.0	-2.287	0.0469	0.0
94559.4099	-0.0029	0.0023	0.0007	-0.0182	0.0094	-0.0024	-0.5162	-0.6538	-0.5275	-0.582	0.221	0.402	-0.0119	0.01	0.019	-0.001	1.0	-2.138	0.009	0.0
94559.4189	-0.0029	0.0013	0.0007	-0.021	0.0047	-0.0018	-0.5162	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	-2.327	0.009	0.0
94559.4279	-0.0029	0.0013	0.0007	-0.0148	0.0062	0.0011	-0.5162	-0.6538	-0.4615	-0.582	0.221	0.402	-0.0117	0.008	0.018	0.0	1.0	-2.099	0.009	0.0
94559.4657	-0.0029	0.0013	-0.0003	-0.0205	0.0086	0.0014	-0.5162	-0.6538	-0.4615	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.321	0.0378	0.0
94559.4757	-0.0029	0.0013	0.0007	-0.0222	0.0101	0.0013	-0.5162	-0.6538	-0.5275	-0.582	0.221	0.402	-0.0126	0.006	0.02	0.0	1.0	-2.263	0.01	0.0
94559.4847	-0.0029	0.0013	0.0007	-0.0228	0.014	-0.0002	-0.5032	-0.6538	-0.4615	-0.582	0.221	0.402	-0.013	0.005	0.02	0.0	1.0	-2.331	0.009	0.0
94559.4937	-0.0029	0.0013	-0.0003	-0.0154	0.0101	-0.0018	-0.5162	-0.6538	-0.5275	-0.582	0.221	0.402	-0.0119	0.01	0.019	-0.001	1.0	-2.144	0.009	0.0
94559.5306	-0.0029	0.0013	0.0007	-0.0114	0.007	-0.0003	-0.5162	-0.6538	-0.5275	-0.582	0.221	0.402	-0.0117	0.008	0.018	0.0	1.0	-2.111	0.0369	0.0
94559.5397	-0.0039	0.0013	0.0007	-0.0205	0.0094	-0.0013	-0.5032	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0133	0.005	0.021	0.0	1.0	-2.393	0.0091	0.0
94559.5499	-0.0029	0.0013	-0.0003	-0.0245	0.0054	-0.0022	-0.5162	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0133	0.005	0.021	0.0	1.0	-2.397	0.0102	0.0
94559.5893	-0.0019	0.0013	-0.0003	-0.0142	0.0094	0.0013	-0.5162	-0.6538	-0.4615	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.323	0.0394	0.0
94559.5983	-0.0039	0.0023	0.0007	-0.0176	0.0015	-0.0018	-0.5162	-0.6538	-0.5275	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.318	0.009	0.0
94559.6077	-0.0039	0.0023	0.0007	-0.0194	-0.0023	-0.0014	-0.5162	-0.6538	-0.4945	-0.582	0.221	0.402	-0.0117	0.008	0.018	0.0	1.0	-2.104	0.0094	0.0
94559.6541	0.0891	0.0463	0.0417	-0.0302	-0.0195	0.0	-0.7408	-0.4214	-0.9341	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	-2.315	0.0464	0.0
94559.663	0.0021	-0.2357	-0.0953	-0.1713	0.0911	0.0263	-0.5421	-0.6674	-0.3297	-0.582	0.221	0.402	-0.0117	0.009	0.018	0.0	1.0	-2.1	0.0089	0.0
94559.7095	-0.0059	-0.2097	-0.0443	0.0614	0.0078	0.0943	-0.4644	-0.6538	-0.6374	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	-2.314	0.0465	0.0
94559.7181	0.0531	-0.1567	0.0707	-0.025	0.0257	0.039	-0.5292	-0.6264	-0.7692	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	-2.321	0.0086	0.0
94559.7547	-0.0199	-0.0777	0.0177	0.0381	-0.007	0.0802	-0.3996	-0.7494	-0.8352	-0.582	0.221	0.402	-0.0122	0.009	0.019	0.0	1.0	-2.199	0.0366	0.0
94559.7643	-0.0449	-0.0517	0.0347	0.0171	-0.0109	0.0543	-0.4514	-0.7084	-0.6703	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.319	0.0096	0.0
94559.7737	-0.0529	-0.1277	-0.0463	-0.0489	0.0249	0.0208	-0.5032	-0.7221	-0.7033	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.321	0.0094	0.0
94559.8315	0.0161	-0.0507	0.0037	-0.0142	-0.049	-0.0016	-0.4514	-0.7494	-0.6374	-0.582	0.221	0.402	-0.013	0.005	0.02	0.001	1.0	-2.331	0.0578	0.0
94559.8422	0.0151	0.0993	0.0867	-0.0182	-0.0062	-0.0046	-0.5032	-0.6674	-0.5604	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.319	0.0107	0.0
94559.8881	0.0291	-0.0257	-0.0013	0.0	-0.0023	0.0051	-0.581	-0.6128	-0.4615	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	-2.314	0.0459	0.0
94559.8975	0.0291	0.0513	-0.0153	-0.0119	0.0054	0.026	-0.6069	-0.5854	-0.3297	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.325	0.0094	0.0
94559.9073	-0.0389	-0.0057	-0.0333	-0.0245	0.0428	0.0385	-0.5162	-0.7084	-0.4945	-0.582	0.221	0.402	-0.0127	0.006	0.02	0.0	1.0	-2.289	0.0098	0.0
94559.9542	-0.0669	0.0243	0.0137	0.0233	0.0249	0.0245	-0.5162	-0.7221	-0.4286	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.329	0.0469	0.0
94559.9642	-0.0069	-0.0087	0.0127	0.0011	-0.0312	0.012	-0.4903	-0.7358	-0.6703	-0.582	0.221	0.402	-0.0127	0.006	0.02	0.0	1.0	-2.289	0.01	0.0
94559.9997	0.0071	0.0033	0.0077	0.0398	-0.0771	0.0183	-0.5421	-0.6811	-0.4615	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	-2.319	0.0355	0.0
94600.0087	0.0291	0.0123	-0.0013	0.004	-0.0156	0.0128	-0.4903	-0.7494	-0.5604	-0.582	0.221	0.402	-0.0132	0.005	0.021	0.0	1.0	-2.384	40.009	0.0
94600.0177	-0.0499	0.0063	-0.0143	-0.0011	-0.021	0.0157	-0.5421	-0.6811	-0.5934	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.327	0.009	0.0
94600.0376	0.0051	-0.0267	-0.0193	-0.0552	0.0023	-0.0181	-0.5032	-0.6674	-0.6374	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.001	1.0	-2.318	0.0199	0.0
94600.0466	-0.0399	0.0393	0.0047	-0.0114	0.0094	-0.005	-0.568	-0.6401	-0.4286	-0.582	0.221	0.402	-0.0132	0.005	0.021	0.0	1.0	-2.384	0.009	0.0
94600.0556	-0.0439	-0.0187	0.0067	-0.0427	-0.0405	-0.018	-0.5162	-0.7221	-0.4615	-0.582	0.221	0.402	-0.0133	0.005	0.021	0.0	1.0	-2.393	0.009	0.0
94600.0945	0.0021	-0.0347	-0.0053	-0.0245	0.0498	-0.0361	-0.4903	-0.6948	-0.6374	-0.582	0.221	0.402	-0.0129	0.005	0.02	0.0	1.0	-2.33	0.0389	0.0
94600.1045	-0.0079	-0.0507	0.0107	0.0188	0.0755	-0.0489	-0.4903	-0.7358	-0.6374	-0.582	0.221	0.402	-0.0128	0.005	0.02	0.001	1.0	-2.305	0.01	0.0
94600.1134	-0.0569	0.0233	0.0057	0.004	0.0226	-0.0455	-0.581	-0.6264	-0.4945	-0.582	0.221	0.402	-0.0138	0.005	0.022	0.002	1.0	-2.487	0.0089	0.0
94600.1674	0.0811	0.0233	0.0157	0.0125	-0.0319	0.0782	-0.5421	-0.6538	-0.3956	-0.578	0.221	0.403	-0.0115	0.007	0.018	-0.001	1.0	-2.066	0.054	0.0
94600.1763	-0.0049	0.0823	0.0107	-0.0154	0.0677	0.0632	-0.5292	-0.7221	-0.5604	-0.577	0.221	0.403	0.5201	0.717	-0.129	0.685	-0.002	93.615	0.0089	0.0
94600.2223	-0.0119	0.0713	0.0257	-0.0529	0.0981	-0.0284	-0.5551	-0.6401	-0.4286	-0.571	0.221	0.403	-0.0096	-0.006	-0.015	0.001	-1.0	-1.736	0.046	0.0
94600.2313	-0.0009	-0.0237	-0.0053	-0.0899	0.0646	0.0008	-0.581	-0.6264	-0.2967	-0.57	0.221	0.403	-0.0101	-0.008	-0.016	0.001	-1.0	-1.811	0.009	0.0
94600.2403	0.0231	-0.0517	-0.0433	-0.0654	0.0864	-0.0026	-0.5292	-0.6401	-0.4945	-0.568	0.221	0.403	-0.0095	-0.006	-0.015	0.0	-1.0	-1.708	0.009	0.0
94600.2678	-0.0069	-0.0297	-0.0063	-0.0194	0.0444	-0.0122	-0.5421	-0.6811	-0.5604	-0.563	0.221	0.403	-0.0102	-0.006	-0.016	0.002	-1.0	-1.839	0.0275	0.0
94600.2767	0.0031	-0.0227	-0.0163	0.0103	0.0607	-0.0125	-0.5551	-0.6538	-0.3956	-0.562	0.221	0.403	-0.0099	-0.006	-0.015	0.002	-1.0	-1.776	0.0089	0.0
94600.3057	-0.0579	0.0043	0.0177	0.0	-0.0031	-0.0184	-0.5292	-0.7084	-0.4945	-0.557	0.221	0.402	-0.011	-0.005	-0.017	-0.001	-1.0	-1.984	0.029	0.0
94600.3146	0.0051	-0.0057	-0.0163	-0.0222	-0.0265	-0.0159	-0.5162	-0.7221	-0.5934	-0.555	0.221	0.402	-0.0102	-0.006	-0.016	0.001	-1.0	-1.842	0.0089	0.0
94600.3246	-0.0259	0.0413	0.0017	-0.0273	0.0171	-0.0122	-0.5551	-0.7084	-0.4286	-0.554	0.221	0.402	-0.0116	-0.007	-0.018	-0.002	-1.0	-2.085	0.01	0.0
94600.3346	-0.0579	-0.0397	0.0027	-0.0375	0.0187	-0.0156	-0.5162	-0.8087	-0.5934	-0.552	0.221	0.402	-0.0108	-0.008	-0.017	0.0	-1.0	-1.938	0.01	0.0
94600.3735	-0.0169	0.0343	0.0187	-0.0159	-0.0553	0.0005	-0.5551	-0.6674	-0.5275	-0.546	0.221	0.402	-0.0107	-0.005	-0.017	-0.001	-1.0	-1.927	0.0389	0.0
94600.3845	-0.0029	-0.0407	0.0037	0.0063	-0.0514	0.0085	-0.5421	-0.7084	-0.4615	-0.544	0.221	0.402	-0.0107	-0.007	-0.017	-0.001	-1.0	-1.934	0.011	0.0
94600.3934	0.0101	0.0023	-0.0073	-0.0085	-0.0397	0.0037	-0.4903	-0.7084	-0.6374	-0.543	0.221	0.401	-0.0104	-0.005	-0.016	-0.001	-1.0	-1.872	0.0089	0.0
94600.4204	-0.0059	-0.0377	-0.0243	-0.0074	0.0187	0.0157	-0.5551	-0.6674	-0.4945	-0.538	0.221	0.401	-0.0103	-0.008	-0.016	0.001	-1.0	-1.862	0.027	0.0
