time	acc0	acc1	acc2	gyro0	gyro1	gyro2	mag0	mag1	mag2	x	y	z	beta	Qx	Qy	Qz	Qw	orient	deltat	level
94605.8794	0.1091	0.0623	0.0677	0.1053	0.2849	-0.7121	-0.2268	0.754	-0.7033	-0.075	0.22	1.005	0.6872	0.006	0.882	-0.008	-0.472	123.698	0.0089	0.0
94605.9263	-0.1939	0.1163	0.0677	-0.0284	0.0708	-0.6311	-0.2829	0.7677	-0.4286	-0.08	0.221	1.013	0.6865	0.007	0.881	-0.009	-0.473	123.564	0.0469	0.0
94605.9353	-0.0019	0.0763	-0.0213	-0.0171	-0.1269	-0.6499	-0.3218	0.7267	-0.3626	-0.081	0.22	1.014	0.6859	0.008	0.881	-0.008	-0.474	123.455	0.009	0.0
94605.9712	-0.0669	-0.0097	-0.0343	-0.0592	-0.1075	-0.6935	-0.3089	0.631	-0.4945	-0.084	0.22	1.019	0.6859	-0.008	-0.881	0.008	0.474	123.456	0.0359	0.0
94605.9802	-0.0449	0.0503	-0.0323	-0.0171	0.0015	-0.6988	-0.3348	0.7813	-0.4615	-0.085	0.221	1.02	0.6866	-0.007	-0.881	0.008	0.473	123.592	0.009	0.0
94605.9892	-0.1129	-0.0177	-0.0123	-0.0222	0.0257	-0.6994	-0.3607	0.6856	-0.4945	-0.086	0.221	1.022	0.6863	-0.006	-0.881	0.008	0.473	123.542	0.009	0.0
94605.9981	-0.0759	0.0343	0.0237	0.0148	0.0226	-0.7098	-0.3089	0.713	-0.7033	-0.088	0.22	1.024	0.6857	-0.009	-0.881	0.007	0.474	123.429	0.0089	0.0
94606.0261	-0.0779	-0.0437	0.0377	0.0444	0.0101	-0.6247	-0.3607	0.7267	-0.6703	-0.09	0.221	1.029	0.6857	-0.007	-0.881	0.007	0.474	123.425	0.028	0.0
94606.035	-0.0659	-0.0307	0.0257	-0.0011	0.0319	-0.6401	-0.3477	0.754	-0.7692	-0.091	0.22	1.03	0.6853	-0.008	-0.88	0.007	0.474	123.352	0.0089	0.0
94606.044	-0.0889	-0.1237	-0.0413	-0.0296	-0.0117	-0.6587	-0.3348	0.7403	-0.5934	-0.092	0.22	1.032	0.6859	-0.006	-0.881	0.006	0.474	123.455	0.009	0.0
94606.062	0.0121	-0.0617	-0.0343	-0.0103	0.0841	-0.6821	-0.4125	0.7677	-0.5604	-0.093	0.22	1.035	0.6854	-0.008	-0.88	0.007	0.474	123.379	0.018	0.0
94606.1078	-0.0439	0.0283	-0.0153	-0.0256	-0.0312	-0.6783	-0.4255	0.7267	-0.4945	-0.098	0.22	1.043	0.6867	-0.008	-0.881	0.006	0.473	123.608	0.0458	0.0
94606.1168	0.0151	0.0163	-0.0023	-0.0723	-0.0233	-0.6933	-0.4384	0.7813	-0.4945	-0.099	0.221	1.044	0.6872	-0.007	-0.882	0.005	0.472	123.688	0.009	0.0
94606.1258	0.0391	-0.0347	-0.0193	-0.021	0.0584	-0.693	-0.4255	0.672	-0.5604	-0.1	0.22	1.046	0.6865	-0.007	-0.881	0.006	0.473	123.571	0.009	0.0
94606.1707	0.1711	0.2243	0.0167	0.0057	0.1993	-0.6751	-0.4903	0.7677	-0.4945	-0.104	0.22	1.053	0.6865	-0.008	-0.881	0.006	0.473	123.57	0.0449	0.0
94606.1796	-0.0799	0.0653	0.0277	-0.0746	0.2491	-0.6526	-0.4903	0.7403	-0.3297	-0.105	0.221	1.054	0.6871	-0.006	-0.882	0.006	0.472	123.671	0.0089	0.0
94606.1886	-0.1699	-0.0127	0.0337	-0.0734	-0.0288	-0.6358	-0.5162	0.7677	-0.2967	-0.105	0.221	1.056	0.6862	-0.006	-0.881	0.006	0.473	123.512	0.009	0.0
94606.1976	0.0791	0.0543	0.0267	0.0296	-0.2468	-0.6044	-0.5551	0.754	-0.1978	-0.106	0.22	1.057	0.6864	-0.006	-0.881	0.006	0.473	123.55	0.009	0.0
94606.2445	0.0771	0.1313	-0.0463	0.0154	0.1868	-0.6313	-0.5551	0.6993	-0.4945	-0.111	0.221	1.065	0.6868	0.006	0.881	-0.005	-0.472	123.631	0.0469	0.0
94606.2534	-0.1409	0.1323	0.0447	-0.0899	0.232	-0.6443	-0.5162	0.713	-0.5934	-0.112	0.221	1.066	0.686	0.006	0.881	-0.006	-0.473	123.488	0.0089	0.0
94606.2624	-0.1889	-0.0797	0.0257	-0.1235	0.0288	-0.6642	-0.4644	0.6036	-0.7033	-0.113	0.22	1.068	0.6866	0.006	0.881	-0.006	-0.473	123.586	0.009	0.0
94606.2714	-0.0659	-0.0927	0.0687	0.0421	-0.1502	-0.6845	-0.4903	0.672	-0.5934	-0.114	0.221	1.069	0.687	0.006	0.882	-0.006	-0.472	123.66	0.009	0.0
94606.3073	0.0601	-0.3337	-0.0793	-0.099	-0.1082	0.1385	-0.5032	0.6993	-0.5275	-0.117	0.221	1.076	0.6867	0.006	0.881	-0.006	-0.473	123.606	0.0359	0.0
94606.3163	0.0191	0.0793	0.0507	0.19	-0.0623	0.1771	-0.3737	0.6446	-0.8352	-0.118	0.22	1.077	0.6864	0.008	0.881	-0.006	-0.473	123.545	0.009	0.0
94606.3612	0.0391	0.0113	0.0137	-0.0427	0.0405	-0.0231	-0.4384	0.6993	-0.5934	-0.122	0.221	1.084	0.6878	0.005	0.882	-0.006	-0.471	123.795	0.0449	0.0
94606.3701	-0.0029	0.0003	0.0347	-0.0575	0.0436	-0.0014	-0.4903	0.6856	-0.5604	-0.124	0.22	1.087	0.6881	0.005	0.882	-0.007	-0.471	123.854	0.0089	0.0
94606.417	-0.0409	0.1003	-0.0223	0.0085	0.1822	-0.0114	-0.3866	0.5581	-0.7033	-0.127	0.221	1.093	0.6776	0.005	0.874	-0.006	-0.485	121.962	0.0469	0.0
94606.426	-0.0829	0.1553	-0.0193	-0.0905	0.1378	-0.0255	-0.4255	0.6173	-0.6703	-0.128	0.221	1.094	0.6741	0.005	0.872	-0.006	-0.49	121.334	0.009	0.0
94606.435	-0.0289	-0.0217	-0.0113	-0.136	0.0841	-0.0383	-0.4384	0.6446	-0.3956	-0.128	0.221	1.096	0.6709	0.005	0.869	-0.007	-0.494	120.768	0.009	0.0
94606.4439	0.0631	-0.0327	-0.0083	-0.0353	0.0895	-0.0458	-0.3996	0.6036	-0.6374	-0.129	0.221	1.097	0.6682	0.004	0.867	-0.006	-0.498	120.272	0.0089	0.0
94606.4529	0.0451	0.0403	0.0077	-0.0085	0.1565	-0.0463	-0.4903	0.6446	-0.6374	-0.13	0.221	1.098	0.6659	0.005	0.865	-0.007	-0.501	119.855	0.009	0.0
94606.4888	-0.1019	0.0113	-0.0063	-0.0461	0.0436	0.0	-0.3737	0.5718	-0.8352	-0.135	0.221	1.106	0.6522	0.004	0.854	-0.007	-0.52	117.388	0.0359	0.0
94606.4978	-0.0869	0.0093	-0.0003	-0.0973	-0.0374	-0.0051	-0.3866	0.5171	-0.8022	-0.135	0.221	1.108	0.6498	0.003	0.852	-0.007	-0.523	116.961	0.009	0.0
94606.5068	-0.0069	-0.0607	-0.0013	-0.0871	-0.0421	-0.0189	-0.3996	0.5718	-0.7363	-0.136	0.221	1.109	0.6476	0.004	0.851	-0.006	-0.526	116.567	0.009	0.0
94606.5157	0.0191	-0.0587	-0.0063	-0.0108	0.0413	-0.0402	-0.3737	0.5444	-0.8022	-0.137	0.221	1.111	0.6449	0.003	0.848	-0.006	-0.529	116.085	0.0089	0.0
94606.5606	0.0791	0.1833	0.0197	0.0563	0.0451	0.0091	-0.4773	0.6173	-0.5934	-0.141	0.221	1.118	0.6294	0.003	0.835	-0.007	-0.55	113.285	0.0449	0.0
94606.5696	-0.0379	0.0033	0.0247	-0.0364	0.0903	-0.0051	-0.4384	0.5718	-0.6703	-0.142	0.221	1.119	0.6266	0.003	0.833	-0.007	-0.553	112.788	0.009	0.0
94606.5786	-0.0519	-0.0067	-0.0123	-0.0449	-0.0124	0.0066	-0.5032	0.6583	-0.5275	-0.142	0.221	1.12	0.6238	0.002	0.83	-0.007	-0.557	112.291	0.009	0.0
94606.6265	0.0681	-0.0267	-0.0423	-0.029	-0.0304	0.0045	-0.4773	0.672	-0.6374	-0.144	0.221	1.128	0.6082	0.003	0.816	-0.006	-0.577	109.474	0.0479	0.0
94606.6354	0.0331	-0.0367	-0.0253	-0.0114	0.0047	0.0072	-0.4384	0.672	-0.3956	-0.144	0.221	1.129	0.6055	0.002	0.814	-0.007	-0.581	108.989	0.0089	0.0
94606.6444	-0.1319	0.0593	0.0627	0.0245	0.0	-0.005	0.0194	0.1025	-1.8681	-0.144	0.221	1.131	0.6031	0.002	0.812	-0.006	-0.584	108.558	0.009	0.0
94606.6534	-0.1609	0.2063	0.0037	0.0427	-0.0163	-0.2089	-0.5292	0.5718	-0.5275	-0.144	0.221	1.133	0.6005	0.002	0.809	-0.006	-0.587	108.093	0.009	0.0
94606.6895	-0.0319	0.2183	0.0817	0.0808	0.1082	-0.6805	-0.6069	0.6856	-0.3626	-0.144	0.221	1.139	0.5891	0.0	0.799	-0.006	-0.601	106.045	0.0361	0.0
94606.6979	0.0981	-0.2057	-0.1633	-0.0626	-0.0381	-0.6709	-0.594	0.7267	-0.4286	-0.144	0.221	1.14	0.5869	0.002	0.797	-0.006	-0.604	105.647	0.0084	0.0
94606.7071	0.1141	0.1283	0.0047	0.0711	0.081	-0.6105	-0.6587	0.672	-0.4286	-0.144	0.221	1.142	0.5843	0.002	0.794	-0.006	-0.608	105.166	0.0092	0.0
94606.752	-0.1079	-0.1477	-0.0303	-0.0324	0.0078	-0.6563	-0.568	0.5444	-0.4945	-0.145	0.221	1.151	0.5675	0.001	0.778	-0.006	-0.628	102.145	0.0449	0.0
94606.762	0.0241	0.0623	-0.0023	-0.0057	-0.0218	-0.6763	-0.581	0.631	-0.5934	-0.144	0.221	1.153	0.5648	0.001	0.775	-0.006	-0.632	101.671	0.01	0.0
94606.772	0.0781	0.0143	0.0967	-0.0927	0.0576	-0.6661	-1.121	0.631	0.7692	-0.145	0.221	1.155	0.5621	0.001	0.773	-0.006	-0.635	101.176	0.01	0.0
94606.7809	0.1631	-0.4627	-0.0453	-0.161	0.1222	-0.5632	-0.3996	0.3667	-0.8681	-0.145	0.221	1.156	0.5589	0.0	0.769	-0.007	-0.639	100.604	0.0089	0.0
94606.8363	0.1391	0.0803	-0.0743	0.1235	-0.306	0.1414	-0.4384	0.4214	-0.9341	-0.145	0.221	1.165	0.5451	0.001	0.755	-0.006	-0.655	98.115	0.0554	0.0
94606.8543	-0.1829	-0.2127	-0.0033	-0.2742	0.2655	0.0582	-0.4384	0.4761	-1.0659	-0.145	0.221	1.167	0.541	0.0	0.751	-0.006	-0.66	97.376	0.018	0.0
94606.8822	0.1251	-0.2027	-0.0613	-0.1297	0.102	0.0018	-0.5421	0.6173	-0.6703	-0.145	0.221	1.173	0.5302	0.001	0.74	-0.007	-0.673	95.442	0.0279	0.0
94606.8912	-0.0099	-0.0437	0.1117	0.0023	0.0966	-0.0115	-0.5421	0.631	-0.7033	-0.145	0.221	1.174	0.5291	0.0	0.739	-0.007	-0.674	95.23	0.009	0.0
94606.9001	-0.0189	-0.0057	0.0307	-0.0034	-0.0841	-0.0226	-0.5292	0.6036	-0.7692	-0.145	0.221	1.176	0.5292	0.0	0.739	-0.007	-0.674	95.259	0.0089	0.0
94606.9088	0.0451	-0.0097	-0.0693	-0.0188	-0.0981	0.0293	-0.5032	0.5581	-0.7363	-0.145	0.221	1.177	0.5297	0.001	0.739	-0.007	-0.673	95.351	0.0087	0.0
94606.9177	0.0461	0.0093	-0.0153	-0.1013	0.0771	0.0316	-0.5032	0.5581	-0.6374	-0.145	0.221	1.178	0.5304	0.001	0.74	-0.007	-0.673	95.471	0.0089	0.0
94606.9662	-0.0339	-0.1137	-0.0703	-0.0381	-0.1051	-0.0271	-0.581	0.6446	-0.4945	-0.146	0.221	1.187	0.5311	0.001	0.741	-0.007	-0.672	95.591	0.0485	0.0
94606.9752	0.1511	0.1583	0.0197	0.074	-0.0794	-0.004	-0.5292	0.631	-0.5604	-0.146	0.221	1.189	0.5315	0.002	0.741	-0.006	-0.671	95.671	0.009	0.0
94606.9853	0.0701	-0.0077	0.0127	-0.058	0.081	-0.0021	-0.5162	0.59	-0.5934	-0.146	0.221	1.191	0.5308	0.001	0.74	-0.006	-0.672	95.542	0.0101	0.0
94606.9942	-0.0719	-0.0387	-0.0413	-0.0427	0.0755	0.055	-0.594	0.6446	-0.5604	-0.146	0.221	1.192	0.5308	0.001	0.741	-0.006	-0.672	95.552	0.0089	0.0
94607.0414	0.0111	0.0233	0.0137	-0.1166	-0.0911	-0.0216	-0.5421	0.5308	-0.8022	-0.147	0.221	1.202	0.5307	0.001	0.74	-0.007	-0.672	95.522	0.0472	0.0
94607.0516	0.0581	-0.0387	-0.0353	-0.0569	-0.0381	-0.0256	-0.5421	0.6036	-0.4945	-0.148	0.221	1.203	0.5304	0.001	0.74	-0.008	-0.672	95.479	0.0102	0.0
94607.062	0.0371	0.0033	0.0007	0.0119	0.0319	-0.0144	-0.4773	0.5444	-0.7363	-0.148	0.221	1.205	0.5311	0.002	0.741	-0.006	-0.672	95.6	0.0104	0.0
94607.0885	0.0481	0.0053	0.0037	-0.0427	0.0163	-0.0204	-0.5292	0.5308	-0.7692	-0.149	0.221	1.209	0.5307	0.001	0.74	-0.008	-0.672	95.521	0.0265	0.0
94607.098	-0.0279	-0.0277	0.0197	-0.0199	0.0716	-0.0148	-0.5292	0.6036	-0.5275	-0.149	0.221	1.211	0.5304	0.001	0.74	-0.008	-0.672	95.478	0.0095	0.0
94607.1079	-0.0559	0.0263	0.0017	0.0125	0.0094	-0.0019	-0.4514	0.5034	-0.8352	-0.149	0.221	1.212	0.5309	0.002	0.741	-0.007	-0.672	95.556	0.0099	0.0
94607.1173	0.0171	0.0213	-0.0223	-0.0677	0.0094	-0.0096	-0.5032	0.5308	-0.7692	-0.149	0.221	1.214	0.5305	0.001	0.74	-0.008	-0.672	95.484	0.0094	0.0
94607.1657	0.0151	0.0063	-0.0063	-0.0882	0.0249	-0.0125	-0.4903	0.4897	-0.7692	-0.15	0.221	1.224	0.5299	0.001	0.74	-0.007	-0.673	95.379	0.0484	0.0
94607.1754	-0.0049	-0.0317	-0.0063	-0.1087	0.0545	-0.03	-0.5292	0.6036	-0.5934	-0.15	0.221	1.226	0.5293	0.001	0.739	-0.009	-0.674	95.275	0.0097	0.0
94607.184	-0.0529	0.0263	0.0267	-0.0199	0.035	-0.0018	-0.4773	0.5308	-0.8022	-0.15	0.221	1.227	0.5299	0.0	0.739	-0.008	-0.673	95.377	0.0086	0.0
94607.1929	-0.0269	0.0053	-0.0123	-0.0979	-0.0187	-0.0111	-0.5292	0.5308	-0.7363	-0.15	0.221	1.229	0.5294	0.001	0.739	-0.008	-0.674	95.284	0.0089	0.0
94607.2019	0.0431	-0.0237	-0.0143	-0.0802	-0.021	0.0	-0.568	0.6583	-0.5275	-0.15	0.221	1.23	0.5301	0.0	0.74	-0.008	-0.673	95.41	0.009	0.0
94607.2416	0.0541	0.0443	-0.0143	-0.0233	-0.0841	0.0224	-0.5032	0.5308	-0.8022	-0.151	0.221	1.238	0.5301	0.001	0.74	-0.008	-0.673	95.417	0.0397	0.0
94607.2523	-0.0159	-0.0247	-0.0033	-0.0751	-0.0148	0.0184	-0.5421	0.631	-0.6374	-0.151	0.221	1.24	0.5301	0.0	0.74	-0.008	-0.673	95.423	0.0107	0.0
94607.2614	-0.0489	-0.0597	-0.0043	-0.0592	-0.088	0.0317	-0.4773	0.5444	-0.7363	-0.151	0.221	1.241	0.5296	0.001	0.739	-0.008	-0.673	95.33	0.0091	0.0
94607.2888	-0.0779	0.0393	0.0137	-0.0136	0.007	0.0316	-0.4644	0.4761	-0.8352	-0.151	0.221	1.246	0.5223	0.002	0.731	-0.008	-0.682	94.018	0.0274	0.0
94607.2986	0.0081	-0.0137	-0.0053	-0.0746	-0.0639	0.0146	-0.5162	0.5718	-0.6703	-0.151	0.221	1.247	0.5195	0.001	0.728	-0.008	-0.685	93.506	0.0098	0.0
94607.3083	0.0481	-0.0087	-0.0093	-0.0296	-0.007	0.0157	-0.4773	0.5444	-0.6374	-0.151	0.221	1.249	0.5174	0.001	0.726	-0.006	-0.687	93.138	0.0097	0.0
94607.3181	0.0011	0.0293	0.0067	-0.0131	0.0203	0.0152	-0.4514	0.5308	-0.7692	-0.151	0.221	1.25	0.5137	0.0	0.722	-0.007	-0.692	92.468	0.0098	0.0
94607.3643	-0.0059	0.0103	0.0137	-0.0432	-0.095	-0.0066	-0.4384	0.5308	-0.8681	-0.151	0.221	1.259	0.5002	0.0	0.707	-0.007	-0.707	90.034	0.0462	0.0
94607.3726	0.0401	-0.0387	-0.0013	-0.0455	-0.0553	-0.0184	-0.5032	0.5444	-0.7033	-0.151	0.221	1.261	0.4976	0.002	0.704	-0.007	-0.71	89.561	0.0083	0.0
94607.3827	0.0141	-0.0067	0.0057	0.0	0.0015	-0.0186	-0.5162	0.59	-0.5934	-0.151	0.221	1.262	0.4947	0.001	0.701	-0.007	-0.713	89.048	0.0101	0.0
94607.3916	-0.0199	-0.0017	-0.0033	-0.0119	-0.0124	-0.014	-0.4644	0.5308	-0.8352	-0.151	0.221	1.264	0.4924	0.001	0.699	-0.006	-0.715	88.634	0.0089	0.0
94607.4208	0.006	-0.059	1.021	-0.0029	-0.0015	-0.0069	-0.5032	0.5444	-0.7033	-0.15	0.221	1.269	0.4894	0.0	0.695	-0.007	-0.719	88.084	0.0292	0.0
94607.4299	0.007	-0.08	0.987	-0.0353	-0.0062	-0.009	-0.5162	0.6036	-0.7033	-0.15	0.221	1.27	0.4901	0.001	0.696	-0.006	-0.718	88.217	0.0091	0.0
94607.4663	-0.095	0.072	1.04	-0.0233	0.0327	-0.0244	-0.5162	0.5718	-0.7033	-0.15	0.221	1.277	0.4921	0.001	0.698	-0.008	-0.716	88.582	0.0364	0.0
94607.4753	0.004	-0.115	0.951	-0.1377	-0.0763	-0.0207	-0.568	0.6446	-0.4945	-0.15	0.221	1.278	0.4926	0.002	0.699	-0.007	-0.715	88.66	0.009	0.0
94607.484	0.124	-0.002	1.027	-0.0507	0.0023	0.0016	-0.5162	0.5718	-0.5604	-0.149	0.221	1.28	0.4922	0.001	0.698	-0.007	-0.716	88.588	0.0087	0.0
94607.493	0.043	-0.111	1.073	-0.0956	0.1012	0.0098	-0.4903	0.59	-0.5604	-0.149	0.221	1.281	0.4919	0.001	0.698	-0.008	-0.716	88.538	0.009	0.0
94607.5221	0.107	-0.051	1.069	-0.0188	0.0288	0.0632	-0.5162	0.6446	-0.7363	-0.149	0.222	1.286	0.4921	0.001	0.698	-0.007	-0.716	88.571	0.0291	0.0
94607.5682	-0.032	-0.062	1.032	-0.0239	0.0748	-0.0091	-0.5421	0.5581	-0.7363	-0.148	0.221	1.296	0.4915	0.001	0.698	-0.008	-0.716	88.473	0.0461	0.0
94607.5766	-0.033	-0.043	1.029	-0.0666	-0.021	-0.0071	-0.5551	0.6173	-0.5604	-0.148	0.222	1.297	0.4916	0.002	0.698	-0.008	-0.716	88.479	0.0084	0.0
94607.5856	0.024	-0.125	0.989	-0.0245	-0.0739	0.0128	-0.4514	0.5308	-0.6703	-0.148	0.222	1.299	0.4912	0.0	0.697	-0.008	-0.717	88.417	0.009	0.0
94607.6215	0.033	-0.045	1.009	-0.0108	0.0436	-0.0127	-0.5292	0.6036	-0.6374	-0.148	0.222	1.306	0.4921	0.001	0.698	-0.007	-0.716	88.57	0.0359	0.0
94607.6315	0.004	-0.103	1.004	0.0148	0.0615	-0.0168	-0.4644	0.5581	-0.6703	-0.147	0.222	1.307	0.4924	0.002	0.699	-0.007	-0.715	88.627	0.01	0.0
94607.6791	-0.014	-0.079	1.036	0.0136	0.028	-0.0168	-0.4514	0.5034	-0.8022	-0.147	0.222	1.317	0.4922	0.001	0.698	-0.008	-0.716	88.594	0.0476	0.0
94607.688	-0.028	-0.077	1.033	0.0136	0.0	-0.0148	-0.5032	0.5308	-0.7363	-0.147	0.221	1.318	0.4925	0.002	0.699	-0.008	-0.715	88.655	0.0089	0.0
94607.7156	-0.03	-0.015	1.011	-0.033	0.063	0.0223	-0.5292	0.6583	-0.6374	-0.147	0.222	1.322	0.4921	0.003	0.698	-0.007	-0.716	88.581	0.0276	0.0
94607.7249	-0.052	-0.021	1.031	-0.0671	-0.0031	0.0269	-0.5292	0.6036	-0.5934	-0.147	0.222	1.324	0.4922	0.002	0.698	-0.008	-0.716	88.596	0.0093	0.0
94607.7341	0.028	-0.057	1.019	-0.0438	-0.0553	0.0327	-0.4773	0.5308	-0.7692	-0.146	0.222	1.327	0.4922	0.002	0.698	-0.008	-0.716	88.602	0.0092	0.0
94607.7627	-0.018	-0.067	1.022	-0.025	-0.0576	0.046	-0.5032	0.631	-0.6374	-0.146	0.222	1.332	0.4921	0.003	0.698	-0.008	-0.716	88.582	0.0286	0.0
94607.7727	0.032	-0.084	1.015	-0.0068	-0.0739	0.0606	-0.5292	0.6036	-0.6374	-0.146	0.222	1.333	0.492	0.002	0.698	-0.009	-0.716	88.558	0.01	0.0
94607.7827	0.09	-0.047	1.063	0.0171	-0.0241	0.0518	-0.4255	0.5718	-0.8022	-0.146	0.222	1.335	0.4918	0.001	0.698	-0.008	-0.716	88.528	0.01	0.0
94607.8196	0.018	-0.151	0.983	-0.0284	0.0576	-0.0014	-0.5421	0.631	-0.6374	-0.146	0.222	1.341	0.4916	0.002	0.698	-0.009	-0.716	88.487	0.0369	0.0
94607.8286	-0.041	-0.03	1.014	0.033	0.0288	0.0107	-0.4644	0.5171	-0.7033	-0.146	0.222	1.342	0.4918	0.002	0.698	-0.009	-0.716	88.524	0.009	0.0
94607.8376	-0.02	-0.062	1.021	-0.0262	-0.021	0.0042	-0.4903	0.5718	-0.8022	-0.145	0.222	1.344	0.4919	0.003	0.698	-0.008	-0.716	88.543	0.009	0.0
94607.8759	-0.31	-0.092	1.111	-0.0216	0.3597	-0.0601	-0.5551	0.5581	-0.5275	-0.145	0.222	1.351	0.4924	0.004	0.699	-0.008	-0.715	88.633	0.0383	0.0
94607.8859	-0.498	-0.067	1.082	0.1935	0.4811	-0.0218	-0.581	0.0478	-0.8022	-0.144	0.222	1.353	0.4926	0.004	0.699	-0.009	-0.715	88.677	0.01	0.0
94607.8948	-0.692	0.133	0.807	-0.2424	0.0086	-0.2249	-0.4903	0.3804	-0.6703	-0.144	0.222	1.354	0.4923	0.003	0.699	-0.009	-0.715	88.623	0.0089	0.0
94607.9332	-0.177	-0.308	0.73	-0.4046	-0.4367	0.102	-0.6199	0.631	-0.2637	-0.143	0.222	1.362	0.4928	0.003	0.699	-0.009	-0.715	88.701	0.0384	0.0
94607.9434	0.441	0.496	1.066	0.2503	-0.1393	0.1996	-0.6328	0.5171	-0.3626	-0.143	0.222	1.364	0.4933	0.004	0.7	-0.009	-0.715	88.786	0.0102	0.0
94607.9522	-0.077	0.179	1.07	-0.3266	0.3675	0.1467	-0.4384	0.3667	-0.4615	-0.143	0.222	1.365	0.4928	0.003	0.699	-0.009	-0.715	88.708	0.0088	0.0
94607.9611	-0.178	0.131	1.031	0.1018	0.0607	0.2347	-0.581	0.6173	-0.3956	-0.143	0.222	1.367	0.4933	0.004	0.7	-0.008	-0.715	88.787	0.0089	0.0
94607.9701	-0.021	0.295	1.046	-0.0296	-0.1892	0.1709	-0.5551	0.59	-0.5934	-0.143	0.222	1.368	0.493	0.003	0.699	-0.009	-0.715	88.746	0.009	0.0
94607.9988	-0.061	0.158	1.033	-0.0558	-0.3355	0.0202	-0.4644	0.5308	-0.5934	-0.143	0.222	1.373	0.4928	0.004	0.699	-0.009	-0.715	88.702	0.0287	0.0
94608.0075	0.052	-0.083	1.043	-0.1422	-0.1798	0.0	-0.5032	0.3941	-0.7033	-0.143	0.222	1.374	0.4932	0.004	0.699	-0.008	-0.715	88.775	0.0087	0.0
94608.0165	0.022	0.049	1.012	-0.0034	0.1837	0.0077	-0.594	0.5171	-0.5275	-0.142	0.222	1.376	0.4931	0.003	0.699	-0.009	-0.715	88.752	0.009	0.0
94608.0647	-0.028	-0.058	1.02	-0.0853	0.0163	0.0186	-0.4125	0.5718	-0.7363	-0.142	0.222	1.385	0.4928	0.005	0.699	-0.008	-0.715	88.698	0.0482	0.0
94608.0744	0.056	-0.123	1.059	-0.0063	-0.0171	0.025	-0.4903	0.5581	-0.6703	-0.142	0.222	1.387	0.4921	0.003	0.698	-0.009	-0.716	88.582	0.0097	0.0
94608.0926	-0.124	-0.123	1.0	-0.0415	0.0226	0.0358	-0.4644	0.59	-0.5275	-0.141	0.222	1.39	0.4919	0.003	0.698	-0.009	-0.716	88.546	0.0182	0.0
94608.1209	0.016	-0.04	1.082	0.0057	0.021	0.0197	-0.4903	0.6173	-0.5934	-0.141	0.222	1.397	0.4929	0.004	0.699	-0.008	-0.715	88.719	0.0283	0.0
94608.1312	-0.016	-0.08	1.011	-0.0233	0.0	0.0236	-0.4773	0.631	-0.4615	-0.141	0.222	1.398	0.4927	0.002	0.699	-0.009	-0.715	88.688	0.0103	0.0
94608.1405	0.084	-0.041	0.961	-0.041	0.0015	0.0072	-0.4903	0.6583	-0.6703	-0.141	0.222	1.4	0.4933	0.004	0.7	-0.008	-0.714	88.801	0.0093	0.0
94608.1883	-0.005	-0.055	1.07	-0.0154	0.0179	0.0035	-0.5162	0.59	-0.5604	-0.14	0.223	1.409	0.4932	0.004	0.7	-0.008	-0.715	88.781	0.0478	0.0
94608.1977	-0.006	-0.092	1.042	-0.0125	-0.0062	0.0	-0.4773	0.6036	-0.4945	-0.14	0.223	1.411	0.4936	0.004	0.7	-0.009	-0.714	88.844	0.0094	0.0
94608.2362	0.009	-0.063	1.025	0.0131	-0.0342	-0.0016	-0.4644	0.631	-0.5275	-0.14	0.223	1.419	0.4936	0.005	0.7	-0.007	-0.714	88.856	0.0385	0.0
94608.2465	0.027	-0.027	0.995	-0.0256	0.0187	0.008	-0.5292	0.631	-0.7033	-0.14	0.222	1.42	0.4933	0.003	0.7	-0.01	-0.714	88.79	0.0103	0.0
94608.2834	0.011	-0.05	1.022	0.0017	-0.0031	-0.0167	-0.568	0.6173	-0.5275	-0.139	0.223	1.427	0.4933	0.004	0.7	-0.008	-0.715	88.786	0.0369	0.0
94608.2923	-0.017	-0.046	1.031	0.0472	0.0117	-0.0228	-0.5292	0.59	-0.4945	-0.139	0.223	1.43	0.4933	0.004	0.7	-0.008	-0.714	88.791	0.0089	0.0
94608.3102	-0.07	-0.053	0.98	-0.0666	-0.0054	-0.0184	-0.5292	0.59	-0.7033	-0.139	0.223	1.433	0.4933	0.005	0.7	-0.008	-0.714	88.8	0.0179	0.0
94608.3461	0.072	-0.059	0.948	-0.1092	0.1175	0.0364	-0.5551	0.6856	-0.5604	-0.139	0.223	1.439	0.4932	0.005	0.7	-0.008	-0.715	88.777	0.0359	0.0
94608.3554	-0.048	-0.028	0.934	-0.0757	0.1105	0.0253	-0.5162	0.672	-0.4615	-0.138	0.223	1.442	0.4934	0.004	0.7	-0.009	-0.714	88.819	0.0093	0.0
94608.3836	0.01	-0.058	0.983	-0.0421	0.0537	-0.0367	-0.581	0.6856	-0.4615	-0.138	0.223	1.447	0.4938	0.004	0.7	-0.01	-0.714	88.886	0.0282	0.0
94608.3928	0.012	-0.056	1.044	-0.0893	0.0047	-0.0321	-0.5292	0.631	-0.5275	-0.138	0.223	1.448	0.4944	0.005	0.701	-0.008	-0.713	88.991	0.0092	0.0
94608.4023	0.031	-0.157	1.088	-0.0751	-0.0241	-0.0141	-0.5032	0.631	-0.5604	-0.138	0.223	1.45	0.4943	0.004	0.701	-0.009	-0.713	88.974	0.0095	0.0
