acc0	acc1	acc2	gyro0	gyro1	gyro2	mag0	mag1	mag2	x	y	z	beta	Qx	Qy	Qz	Qw	delta_t	delta_x	delta_y	delta_z
-0.055	-0.01	1.056	0.0074	0.0623	-0.0002	-0.594	0.5034	-0.3626	1.713	0.203	0.094	0.522	-0.004	-0.731	0.01	0.682	0.09	0.0	0.0	0.2
-0.058	-0.045	1.037	-0.0398	0.0179	0.0016	-0.594	0.59	-0.1978	1.713	0.203	0.095	0.5223	-0.003	-0.731	0.009	0.682	0.0801	0.0	0.0	0.1
-0.037	-0.078	1.037	0.004	0.0553	-0.0022	-0.5421	0.6036	-0.3626	1.713	0.203	0.1	0.5229	-0.003	-0.732	0.01	0.681	0.2376	0.0	0.0	0.5
-0.005	-0.03	1.037	-0.0199	-0.0148	-0.0021	-0.568	0.6173	-0.2308	1.713	0.203	0.104	0.523	-0.005	-0.732	0.009	0.681	0.081	0.0	0.0	0.4
0.036	-0.068	1.009	-0.0427	-0.021	-0.0026	-0.581	0.6583	-0.2637	1.713	0.203	0.105	0.5228	-0.005	-0.732	0.009	0.681	0.09	0.0	0.0	0.1
0.059	-0.113	1.015	-0.0461	0.0054	-0.0224	-0.5551	0.6173	-0.2637	1.712	0.203	0.111	0.5226	-0.003	-0.732	0.01	0.682	0.3231	-0.1	0.0	0.6
0.075	-0.03	1.021	-0.0017	0.0646	-0.0085	-0.6069	0.672	-0.1319	1.712	0.203	0.112	0.5228	-0.004	-0.732	0.01	0.681	0.0819	0.0	0.0	0.1
0.026	-0.076	1.021	-0.0256	0.0848	-0.0133	-0.6458	0.672	-0.0659	1.712	0.203	0.114	0.5225	-0.005	-0.732	0.01	0.682	0.0864	0.0	0.0	0.2
-0.035	-0.018	1.033	0.0034	-0.0148	-0.0016	-0.581	0.6446	-0.1978	1.712	0.203	0.124	0.5225	-0.002	-0.732	0.009	0.682	0.4176	0.0	0.0	1.0
0.011	-0.069	1.039	-0.0444	-0.0342	-0.0104	-0.568	0.631	-0.2308	1.711	0.203	0.125	0.5227	-0.005	-0.732	0.01	0.681	0.0855	-0.1	0.0	0.1
0.013	-0.093	0.992	-0.0746	0.0249	-0.0048	-0.581	0.672	-0.2637	1.711	0.203	0.138	0.5228	-0.004	-0.732	0.009	0.681	0.5724	0.0	0.0	1.3
0.013	-0.05	1.032	-0.0006	0.0187	-0.0032	-0.5421	0.59	-0.3297	1.711	0.203	0.14	0.5232	-0.006	-0.732	0.009	0.681	0.0855	0.0	0.0	0.2
0.002	-0.051	1.042	0.062	0.1075	-0.0125	-0.6199	0.6446	-0.0989	1.711	0.203	0.148	0.5232	-0.006	-0.732	0.009	0.681	0.4212	0.0	0.0	0.8
-0.038	-0.027	1.042	0.0245	0.095	-0.0088	-0.5292	0.5718	-0.3626	1.711	0.203	0.151	0.523	-0.004	-0.732	0.009	0.681	0.0801	0.0	0.0	0.3
-0.017	-0.028	1.033	0.0057	-0.0101	-0.0298	-0.594	0.631	-0.2308	1.711	0.203	0.157	0.5232	-0.004	-0.732	0.01	0.681	0.324	0.0	0.0	0.6
0.01	-0.102	0.99	-0.0228	0.014	-0.0425	-0.4903	0.5171	-0.3956	1.711	0.203	0.159	0.5228	-0.003	-0.732	0.01	0.681	0.0801	0.0	0.0	0.2
0.007	-0.093	0.982	-0.0432	0.0483	-0.0497	-0.6069	0.631	-0.2967	1.711	0.203	0.16	0.5225	-0.005	-0.732	0.01	0.682	0.081	0.0	0.0	0.1
-0.043	-0.02	1.101	0.0176	0.0467	-0.0447	-0.594	0.6583	-0.1978	1.711	0.203	0.162	0.5229	-0.006	-0.732	0.01	0.681	0.0891	0.0	0.0	0.2
-0.054	-0.109	1.039	-0.0302	-0.0607	-0.0441	-0.594	0.6036	-0.2308	1.711	0.203	0.163	0.5231	-0.002	-0.732	0.01	0.681	0.081	0.0	0.0	0.1
0.038	-0.04	1.095	0.0723	-0.1253	0.075	-0.6458	0.672	-0.1978	1.71	0.203	0.171	0.5225	-0.004	-0.732	0.01	0.682	0.3339	-0.1	0.0	0.8
0.112	0.065	1.05	0.0011	-0.0444	0.0779	-0.5421	0.5034	-0.4615	1.71	0.203	0.172	0.5224	-0.004	-0.732	0.01	0.682	0.081	0.0	0.0	0.1
0.02	-0.097	0.945	-0.0751	0.1308	0.0499	-0.5292	0.5308	-0.4615	1.71	0.203	0.174	0.5224	-0.007	-0.731	0.009	0.682	0.0891	0.0	0.0	0.2
-0.078	0.042	1.042	0.037	0.0584	0.0316	-0.568	0.6173	-0.1978	1.71	0.203	0.176	0.5223	-0.006	-0.731	0.01	0.682	0.081	0.0	0.0	0.2
0.009	-0.01	1.005	-0.0415	0.0288	-0.0277	-0.581	0.6173	-0.2308	1.71	0.203	0.182	0.5217	-0.006	-0.731	0.009	0.683	0.2583	0.0	0.0	0.6
0.004	-0.139	1.026	-0.0319	-0.0233	-0.0289	-0.5421	0.59	-0.2967	1.71	0.203	0.184	0.5222	-0.004	-0.731	0.01	0.682	0.0801	0.0	0.0	0.2
0.019	-0.075	1.066	0.037	-0.0662	-0.0082	-0.594	0.5581	-0.2637	1.71	0.203	0.186	0.5218	-0.004	-0.731	0.01	0.682	0.081	0.0	0.0	0.2
-0.018	-0.039	0.985	-0.008	-0.0241	-0.0114	-0.6069	0.6583	-0.1978	1.709	0.203	0.195	0.5227	-0.006	-0.732	0.01	0.681	0.4131	-0.1	0.0	0.9
0.024	-0.02	1.044	-0.0045	-0.0521	-0.0127	-0.594	0.6583	-0.1648	1.709	0.203	0.197	0.5229	-0.004	-0.732	0.01	0.681	0.0891	0.0	0.0	0.2
0.057	-0.091	1.029	-0.0387	-0.035	-0.0109	-0.5421	0.6036	-0.1978	1.709	0.203	0.198	0.5231	-0.004	-0.732	0.01	0.681	0.081	0.0	0.0	0.1
0.051	-0.057	1.025	-0.0284	0.0008	0.0013	-0.581	0.6583	-0.2967	1.709	0.203	0.2	0.5228	-0.004	-0.732	0.011	0.681	0.081	0.0	0.0	0.2
0.032	-0.034	1.071	0.0	0.0716	-0.0216	-0.568	0.631	-0.2637	1.709	0.203	0.205	0.5226	-0.005	-0.732	0.009	0.682	0.2511	0.0	0.0	0.5
-0.017	-0.052	1.035	-0.0347	0.0848	-0.0234	-0.581	0.6446	-0.0989	1.709	0.203	0.206	0.5227	-0.004	-0.732	0.009	0.681	0.081	0.0	0.0	0.1
0.02	-0.159	0.971	-0.0518	0.0101	-0.025	-0.6199	0.6856	-0.2967	1.709	0.204	0.208	0.5226	-0.005	-0.732	0.009	0.681	0.081	0.0	0.1	0.2
0.074	0.044	1.038	0.0273	0.028	0.0123	-0.6199	0.6446	-0.1978	1.708	0.203	0.209	0.5225	-0.007	-0.732	0.009	0.682	0.0801	-0.1	-0.1	0.1
0.028	-0.033	1.001	-0.0233	-0.035	0.0377	-0.581	0.6446	-0.1978	1.708	0.203	0.216	0.5225	-0.008	-0.732	0.01	0.682	0.252	0.0	0.0	0.7
0.058	-0.102	1.012	0.0045	0.0187	0.046	-0.581	0.6173	-0.3297	1.708	0.204	0.217	0.5224	-0.004	-0.732	0.011	0.682	0.0891	0.0	0.1	0.1
-0.035	0.016	1.069	-0.0108	0.0739	0.0223	-0.5421	0.5581	-0.3297	1.708	0.204	0.219	0.5224	-0.003	-0.732	0.01	0.682	0.081	0.0	0.0	0.2
-0.074	-0.065	1.021	-0.0415	0.0272	0.0046	-0.581	0.6036	-0.1648	1.708	0.204	0.221	0.522	-0.007	-0.731	0.01	0.682	0.081	0.0	0.0	0.2
0.017	-0.027	0.997	0.025	-0.014	0.0167	-0.5551	0.5718	-0.1978	1.708	0.204	0.222	0.5225	-0.003	-0.732	0.01	0.682	0.081	0.0	0.0	0.1
0.025	-0.052	1.013	-0.0711	0.0008	0.013	-0.594	0.6173	-0.2308	1.708	0.204	0.23	0.5223	-0.003	-0.731	0.01	0.682	0.3321	0.0	0.0	0.8
0.019	-0.117	1.004	-0.0507	0.0366	0.0101	-0.568	0.5718	-0.2967	1.708	0.204	0.232	0.5222	-0.002	-0.731	0.011	0.682	0.0801	0.0	0.0	0.2
-0.04	-0.076	1.032	-0.0091	0.0171	0.0197	-0.568	0.6173	-0.2967	1.708	0.203	0.233	0.5227	-0.005	-0.732	0.01	0.681	0.081	0.0	-0.1	0.1
0.009	-0.001	1.024	0.0336	-0.0117	-0.0112	-0.5292	0.59	-0.4615	1.707	0.204	0.241	0.5223	-0.005	-0.731	0.01	0.682	0.4041	-0.1	0.1	0.8
0.036	0.007	1.033	-0.0831	-0.007	-0.0101	-0.594	0.6583	-0.1978	1.707	0.204	0.244	0.5223	-0.003	-0.731	0.009	0.682	0.09	0.0	0.0	0.3
0.022	-0.151	1.004	-0.0654	0.0171	-0.0143	-0.6199	0.6173	-0.1648	1.707	0.204	0.246	0.5228	-0.006	-0.732	0.009	0.681	0.0801	0.0	0.0	0.2
0.014	-0.023	1.052	-0.0023	0.0148	-0.0135	-0.5421	0.6036	-0.4286	1.707	0.204	0.247	0.5228	-0.003	-0.732	0.011	0.681	0.081	0.0	0.0	0.1
-0.006	-0.136	1.017	0.0222	0.056	-0.0359	-0.568	0.5308	-0.3626	1.707	0.204	0.253	0.5228	-0.006	-0.732	0.01	0.681	0.3321	0.0	0.0	0.6
0.01	-0.106	1.002	0.0341	0.0841	-0.0457	-0.5421	0.5171	-0.4615	1.707	0.204	0.255	0.5231	-0.003	-0.732	0.011	0.681	0.081	0.0	0.0	0.2
-0.055	0.005	1.06	0.0239	0.1168	-0.0369	-0.581	0.6173	-0.3297	1.707	0.204	0.256	0.5228	-0.003	-0.732	0.011	0.681	0.081	0.0	0.0	0.1
0.076	-0.023	1.063	0.0119	-0.0607	0.0773	-0.6199	0.672	-0.1978	1.707	0.204	0.264	0.5228	-0.003	-0.732	0.01	0.681	0.3231	0.0	0.0	0.8
0.038	0.046	1.08	-0.0614	0.0187	0.0619	-0.5162	0.5718	-0.2637	1.706	0.204	0.266	0.5223	-0.002	-0.731	0.011	0.682	0.081	-0.1	0.0	0.2
-0.015	-0.059	0.951	-0.0632	0.028	0.0667	-0.581	0.5718	-0.2637	1.706	0.204	0.268	0.5228	-0.005	-0.732	0.01	0.681	0.09	0.0	0.0	0.2
0.032	0.054	1.047	-0.0751	0.021	-0.0224	-0.581	0.672	-0.2308	1.706	0.204	0.276	0.5222	-0.003	-0.731	0.01	0.682	0.3222	0.0	0.0	0.8
0.078	-0.171	1.008	-0.0927	0.0296	-0.0204	-0.6199	0.6583	-0.2308	1.706	0.204	0.277	0.522	-0.003	-0.731	0.011	0.682	0.081	0.0	0.0	0.1
0.054	-0.036	1.021	0.0074	0.0685	-0.0074	-0.6069	0.6173	-0.1978	1.706	0.204	0.279	0.5216	-0.004	-0.731	0.011	0.683	0.081	0.0	0.0	0.2
-0.037	-0.109	1.008	-0.0108	0.0467	-0.0149	-0.6199	0.5718	-0.2308	1.706	0.204	0.285	0.5221	-0.001	-0.731	0.01	0.682	0.3321	0.0	0.0	0.6
-0.076	-0.073	1.004	0.004	-0.0054	0.0064	-0.5551	0.5308	-0.3297	1.706	0.204	0.287	0.5218	-0.003	-0.731	0.01	0.682	0.081	0.0	0.0	0.2
-0.007	-0.055	1.02	-0.0233	-0.053	0.0046	-0.568	0.5444	-0.3297	1.706	0.204	0.289	0.5225	-0.003	-0.732	0.009	0.682	0.0801	0.0	0.0	0.2
-0.025	-0.032	1.015	-0.0324	-0.0374	-0.0072	-0.568	0.6173	-0.3297	1.705	0.204	0.3	0.5226	-0.004	-0.732	0.009	0.682	0.4851	-0.1	0.0	1.1
0.021	-0.039	1.02	-0.0091	-0.0677	0.0069	-0.5551	0.5581	-0.3297	1.705	0.204	0.301	0.5228	-0.003	-0.732	0.009	0.681	0.081	0.0	0.0	0.1
0.058	-0.045	1.042	-0.0091	-0.0195	0.0043	-0.594	0.6036	-0.2308	1.705	0.204	0.303	0.5231	-0.003	-0.732	0.01	0.681	0.0801	0.0	0.0	0.2
-0.01	-0.055	1.043	-0.0103	-0.0015	0.0083	-0.5421	0.59	-0.3626	1.705	0.204	0.311	0.5231	-0.004	-0.732	0.009	0.681	0.3231	0.0	0.0	0.8
-0.013	-0.066	1.025	-0.029	-0.0483	0.0175	-0.6069	0.672	-0.0989	1.705	0.204	0.312	0.5227	-0.004	-0.732	0.009	0.681	0.081	0.0	0.0	0.1
0.02	-0.137	0.978	-0.0375	-0.0739	0.0205	-0.568	0.6583	-0.1978	1.705	0.204	0.314	0.523	-0.002	-0.732	0.009	0.681	0.081	0.0	0.0	0.2
0.076	-0.068	1.011	-0.0711	0.0117	0.0075	-0.5551	0.631	-0.2308	1.705	0.204	0.322	0.5226	-0.001	-0.732	0.01	0.682	0.4311	0.0	0.0	0.8
0.054	-0.033	1.032	-0.0114	0.0755	0.0109	-0.581	0.6446	-0.2637	1.705	0.204	0.323	0.5224	-0.003	-0.732	0.01	0.682	0.0891	0.0	0.0	0.1
-0.018	-0.021	1.015	-0.0336	0.0669	-0.0038	-0.581	0.6583	-0.2308	1.704	0.204	0.325	0.5225	-0.007	-0.732	0.009	0.682	0.081	-0.1	0.0	0.2
0.011	-0.088	1.018	-0.0455	-0.0094	-0.0119	-0.581	0.6583	-0.1648	1.704	0.204	0.328	0.5226	-0.005	-0.732	0.01	0.681	0.081	0.0	0.0	0.3
0.039	-0.111	1.019	-0.0518	-0.0023	-0.0043	-0.568	0.6036	-0.3297	1.704	0.204	0.335	0.523	-0.004	-0.732	0.01	0.681	0.3231	0.0	0.0	0.7
0.018	-0.066	1.023	-0.0296	0.0272	-0.0117	-0.6069	0.631	-0.1978	1.704	0.204	0.336	0.523	-0.001	-0.732	0.009	0.681	0.081	0.0	0.0	0.1
-0.033	-0.06	1.036	-0.0228	0.0203	-0.0148	-0.4903	0.5308	-0.5275	1.704	0.204	0.338	0.5231	-0.003	-0.732	0.01	0.681	0.081	0.0	0.0	0.2
-0.009	-0.082	1.026	0.0091	0.0171	-0.0133	-0.5421	0.5444	-0.3297	1.703	0.204	0.348	0.5234	-0.007	-0.733	0.009	0.681	0.4842	-0.1	0.0	1.0
-0.02	-0.037	1.031	0.0358	0.0732	-0.0335	-0.5162	0.5444	-0.4615	1.703	0.204	0.352	0.5234	-0.006	-0.733	0.01	0.681	0.162	0.0	0.0	0.4
-0.029	-0.066	0.986	-0.0507	0.007	0.0191	-0.676	0.672	-0.0989	1.703	0.204	0.358	0.5233	-0.002	-0.733	0.011	0.681	0.3321	0.0	0.0	0.6
0.002	-0.13	1.008	-0.0154	-0.053	0.0346	-0.6199	0.6856	-0.1319	1.703	0.205	0.359	0.5234	-0.003	-0.733	0.011	0.681	0.0801	0.0	0.1	0.1
0.067	-0.058	1.024	0.0313	-0.0599	0.0564	-0.6069	0.6583	-0.1648	1.703	0.204	0.362	0.523	-0.006	-0.732	0.011	0.681	0.081	0.0	-0.1	0.3
0.101	-0.025	1.058	0.0489	0.0233	0.0688	-0.6199	0.672	-0.1978	1.703	0.204	0.364	0.523	-0.008	-0.732	0.009	0.681	0.081	0.0	0.0	0.2
-0.001	-0.064	1.021	-0.0131	0.0934	0.0401	-0.568	0.6173	-0.1648	1.703	0.205	0.366	0.523	-0.003	-0.732	0.01	0.681	0.081	0.0	0.1	0.2
-0.01	-0.029	1.022	-0.0239	-0.0553	-0.0125	-0.594	0.6173	-0.1978	1.702	0.204	0.374	0.5221	-0.004	-0.731	0.01	0.682	0.4032	-0.1	-0.1	0.8
0.024	-0.096	1.021	0.0068	-0.0786	-0.0008	-0.5292	0.59	-0.3297	1.703	0.205	0.376	0.5226	-0.002	-0.732	0.011	0.682	0.081	0.1	0.1	0.2
0.055	-0.078	1.0	0.0085	-0.0545	-0.0208	-0.581	0.5581	-0.1978	1.703	0.205	0.377	0.5222	-0.003	-0.731	0.011	0.682	0.081	0.0	0.0	0.1
-0.016	-0.064	1.014	0.0051	0.0015	-0.0013	-0.5421	0.5308	-0.3626	1.702	0.205	0.387	0.5234	-0.004	-0.733	0.01	0.681	0.4041	-0.1	0.0	1.0
0.016	-0.038	1.041	-0.0085	0.0389	-0.0069	-0.6069	0.5718	-0.3626	1.702	0.205	0.388	0.5231	-0.004	-0.732	0.01	0.681	0.081	0.0	0.0	0.1
-0.019	-0.088	1.045	0.0034	0.0436	-0.0072	-0.581	0.6173	-0.1978	1.702	0.205	0.39	0.5233	-0.005	-0.732	0.011	0.681	0.0801	0.0	0.0	0.2
-0.037	-0.008	1.013	0.0017	-0.0062	-0.0022	-0.5292	0.5718	-0.3626	1.702	0.205	0.391	0.5235	-0.001	-0.733	0.011	0.68	0.081	0.0	0.0	0.1
0.056	-0.014	1.049	-0.0529	0.0553	-0.0027	-0.581	0.631	-0.1648	1.701	0.205	0.4	0.5224	-0.003	-0.732	0.012	0.682	0.4131	-0.1	0.0	0.9
-0.016	-0.06	1.023	-0.0512	0.0895	0.0053	-0.594	0.59	-0.2308	1.701	0.205	0.402	0.5229	-0.003	-0.732	0.011	0.681	0.081	0.0	0.0	0.2
-0.041	-0.054	1.017	-0.0962	0.007	0.0075	-0.6069	0.6583	-0.0989	1.701	0.205	0.404	0.5229	-0.003	-0.732	0.012	0.681	0.0801	0.0	0.0	0.2
-0.057	-0.044	1.048	-0.0535	0.0366	0.0196	-0.5421	0.5718	-0.3297	1.701	0.205	0.408	0.5229	-0.002	-0.732	0.011	0.681	0.243	0.0	0.0	0.4
-0.046	-0.116	1.006	-0.0068	-0.0459	0.0186	-0.5292	0.5308	-0.2967	1.701	0.205	0.412	0.5229	-0.005	-0.732	0.011	0.681	0.0801	0.0	0.0	0.4
0.056	-0.003	1.0	-0.004	-0.0405	0.0176	-0.6199	0.6446	-0.1648	1.701	0.205	0.413	0.5231	-0.001	-0.732	0.01	0.681	0.081	0.0	0.0	0.1
0.003	-0.147	0.978	-0.058	0.0778	0.0016	-0.5551	0.6173	-0.3956	1.701	0.205	0.421	0.5227	-0.004	-0.732	0.012	0.681	0.4131	0.0	0.0	0.8
-0.029	-0.057	1.039	0.0119	-0.0109	-0.0079	-0.6199	0.6446	-0.0989	1.701	0.205	0.423	0.523	-0.007	-0.732	0.01	0.681	0.09	0.0	0.0	0.2
0.033	-0.016	1.035	-0.0068	-0.0607	0.0006	-0.5292	0.5581	-0.4615	1.701	0.205	0.424	0.5229	-0.003	-0.732	0.01	0.681	0.0801	0.0	0.0	0.1
0.051	-0.116	0.986	-0.0501	0.0101	-0.0016	-0.594	0.631	-0.2967	1.701	0.205	0.428	0.5229	-0.003	-0.732	0.01	0.681	0.081	0.0	0.0	0.4
0.008	-0.082	1.03	-0.0034	-0.0233	-0.0234	-0.6199	0.713	-0.033	1.7	0.205	0.437	0.5238	-0.005	-0.733	0.01	0.68	0.5121	-0.1	0.0	0.9
0.031	-0.043	1.05	0.0125	-0.0257	-0.0151	-0.5421	0.5718	-0.2967	1.7	0.205	0.439	0.5234	-0.004	-0.733	0.011	0.681	0.0801	0.0	0.0	0.2
0.04	-0.127	0.988	-0.0154	0.0312	-0.0122	-0.594	0.5581	-0.3626	1.7	0.205	0.44	0.5235	-0.003	-0.733	0.012	0.68	0.081	0.0	0.0	0.1
-0.002	-0.045	1.036	-0.0029	0.0786	-0.0093	-0.594	0.6036	-0.2308	1.7	0.205	0.442	0.5231	-0.005	-0.732	0.012	0.681	0.081	0.0	0.0	0.2
-0.006	-0.125	0.997	-0.0068	0.1121	-0.0396	-0.5292	0.5444	-0.3626	1.7	0.205	0.449	0.5233	-0.005	-0.733	0.011	0.681	0.3231	0.0	0.0	0.7
-0.125	-0.005	1.068	-0.0068	0.0966	-0.039	-0.6199	0.672	-0.0989	1.7	0.206	0.451	0.5235	-0.003	-0.733	0.012	0.68	0.081	0.0	0.1	0.2
-0.039	-0.157	1.017	0.0074	-0.1253	-0.0298	-0.594	0.59	-0.2637	1.7	0.206	0.452	0.5234	-0.003	-0.733	0.011	0.681	0.0801	0.0	0.0	0.1
0.117	0.042	1.021	0.0933	-0.0996	0.0074	-0.581	0.6173	-0.1648	1.7	0.206	0.454	0.5233	-0.005	-0.732	0.011	0.681	0.081	0.0	0.0	0.2
-0.08	-0.025	0.993	0.0199	0.0568	0.0351	-0.4514	0.5034	-0.4615	1.699	0.206	0.463	0.5226	-0.005	-0.732	0.011	0.682	0.4221	-0.1	0.0	0.9
-0.022	0.054	1.031	-0.0546	-0.0693	0.0054	-0.568	0.6173	-0.2967	1.699	0.206	0.465	0.5223	-0.005	-0.731	0.012	0.682	0.081	0.0	0.0	0.2
0.069	-0.117	1.024	-0.0398	-0.063	-0.0194	-0.581	0.6446	-0.0659	1.699	0.206	0.467	0.5226	-0.003	-0.732	0.011	0.681	0.081	0.0	0.0	0.2
0.043	-0.039	1.02	0.037	0.0148	-0.0237	-0.5421	0.5718	-0.1978	1.699	0.206	0.468	0.5222	-0.003	-0.731	0.012	0.682	0.0801	0.0	0.0	0.1
-0.025	-0.001	1.055	0.0194	-0.0646	-0.0083	-0.5551	0.5444	-0.2637	1.699	0.206	0.477	0.523	-0.003	-0.732	0.011	0.681	0.414	0.0	0.0	0.9
0.027	-0.106	1.035	-0.0296	-0.0794	-0.0213	-0.568	0.5034	-0.4286	1.699	0.206	0.478	0.5229	-0.002	-0.732	0.012	0.681	0.081	0.0	0.0	0.1
0.01	-0.069	1.017	0.0011	0.0054	-0.018	-0.581	0.5718	-0.1978	1.699	0.206	0.48	0.5233	-0.004	-0.733	0.011	0.681	0.081	0.0	0.0	0.2
0.04	-0.046	1.041	-0.0233	-0.0459	-0.0138	-0.5551	0.6173	-0.2967	1.699	0.206	0.489	0.5233	-0.003	-0.732	0.011	0.681	0.4212	0.0	0.0	0.9
0.098	-0.041	1.055	-0.0239	0.0265	-0.012	-0.568	0.6036	-0.2637	1.698	0.206	0.491	0.5232	-0.005	-0.732	0.011	0.681	0.09	-0.1	0.0	0.2
0.058	-0.12	1.024	-0.0125	0.1744	-0.0287	-0.5292	0.5718	-0.2637	1.698	0.206	0.493	0.5233	-0.005	-0.733	0.011	0.681	0.09	0.0	0.0	0.2
-0.047	0.054	1.078	-0.0398	0.1191	-0.0274	-0.581	0.6446	-0.2637	1.698	0.206	0.494	0.523	-0.004	-0.732	0.011	0.681	0.0801	0.0	0.0	0.1
0.036	-0.163	0.997	-0.0284	-0.0771	0.0438	-0.594	0.6446	-0.1978	1.698	0.206	0.505	0.5231	-0.005	-0.732	0.011	0.681	0.4833	0.0	0.0	1.1
-0.003	-0.053	1.018	-0.0205	0.0257	0.0109	-0.5421	0.5718	-0.3297	1.698	0.206	0.508	0.5227	-0.004	-0.732	0.01	0.681	0.1611	0.0	0.0	0.3
0.009	-0.049	1.016	-0.0427	0.0327	0.0046	-0.6069	0.631	-0.1319	1.697	0.206	0.515	0.5227	-0.004	-0.732	0.011	0.681	0.3231	-0.1	0.0	0.7
0.014	-0.132	0.999	-0.0205	0.0	-0.0062	-0.5292	0.59	-0.3626	1.697	0.206	0.516	0.5226	-0.008	-0.732	0.012	0.681	0.0927	0.0	0.0	0.1
0.052	-0.003	1.047	0.0296	0.0054	0.0013	-0.568	0.672	-0.1319	1.697	0.206	0.518	0.5229	-0.005	-0.732	0.012	0.681	0.0801	0.0	0.0	0.2
0.017	-0.043	1.054	-0.0142	-0.102	-0.0027	-0.5551	0.59	-0.2967	1.697	0.206	0.524	0.5234	-0.005	-0.733	0.011	0.681	0.2511	0.0	0.0	0.6
0.066	-0.083	1.024	0.0171	-0.0693	-0.0232	-0.4644	0.5034	-0.4286	1.697	0.206	0.526	0.5234	-0.004	-0.733	0.011	0.681	0.081	0.0	0.0	0.2
0.022	0.006	1.011	-0.0341	-0.0015	-0.0311	-0.5551	0.631	-0.2308	1.697	0.206	0.527	0.5236	-0.005	-0.733	0.011	0.68	0.081	0.0	0.0	0.1
-0.006	-0.088	1.011	-0.0176	0.0156	-0.0256	-0.581	0.6583	-0.1319	1.697	0.206	0.529	0.5235	-0.003	-0.733	0.012	0.68	0.0801	0.0	0.0	0.2
0.004	-0.059	1.024	-0.0029	-0.0086	-0.0002	-0.568	0.6173	-0.1978	1.697	0.206	0.538	0.5237	-0.005	-0.733	0.011	0.68	0.4086	0.0	0.0	0.9
0.023	-0.101	1.018	0.0057	0.0428	-0.0269	-0.4773	0.5171	-0.4286	1.697	0.206	0.539	0.5237	-0.006	-0.733	0.012	0.68	0.081	0.0	0.0	0.1
0.016	-0.113	0.996	0.0011	0.0607	-0.0358	-0.5551	0.6446	-0.3626	1.697	0.206	0.541	0.5236	-0.007	-0.733	0.012	0.68	0.0936	0.0	0.0	0.2
0.04	-0.13	1.016	0.0284	0.1121	-0.0404	-0.568	0.6446	-0.2308	1.696	0.206	0.543	0.5235	-0.005	-0.733	0.012	0.68	0.0783	-0.1	0.0	0.2
0.048	-0.011	1.035	-0.0632	0.1339	-0.0109	-0.6069	0.6856	-0.2637	1.696	0.206	0.549	0.5234	-0.004	-0.733	0.012	0.681	0.3438	0.0	0.0	0.6
-0.048	-0.157	0.965	-0.0182	0.0771	0.0422	-0.6199	0.6993	-0.1648	1.696	0.206	0.55	0.5229	-0.006	-0.732	0.012	0.681	0.09	0.0	0.0	0.1
-0.057	-0.036	1.013	0.0569	-0.0265	0.0644	-0.6199	0.672	0.033	1.696	0.206	0.552	0.5232	-0.004	-0.732	0.012	0.681	0.0747	0.0	0.0	0.2
0.092	-0.149	1.009	-0.1326	0.0794	-0.0303	-0.594	0.6583	-0.0989	1.696	0.206	0.56	0.5227	-0.005	-0.732	0.011	0.681	0.3276	0.0	0.0	0.8
0.088	0.029	1.054	0.0136	0.1362	-0.0406	-0.594	0.6583	-0.1319	1.695	0.206	0.561	0.5227	-0.003	-0.732	0.012	0.681	0.0909	-0.1	0.0	0.1
0.03	0.03	1.037	-0.0905	0.1456	-0.0351	-0.581	0.6583	-0.1648	1.695	0.206	0.563	0.5225	-0.004	-0.732	0.012	0.682	0.0837	0.0	0.0	0.2
-0.028	-0.091	0.993	-0.1149	0.102	-0.0228	-0.581	0.6583	-0.1319	1.695	0.206	0.565	0.5223	-0.003	-0.731	0.012	0.682	0.0891	0.0	0.0	0.2
-0.066	-0.096	1.031	0.0	0.0062	0.0026	-0.594	0.5308	-0.2308	1.695	0.206	0.572	0.5227	-0.005	-0.732	0.011	0.681	0.3285	0.0	0.0	0.7
-0.02	-0.072	1.024	-0.0381	0.0086	-0.0034	-0.5421	0.5581	-0.2967	1.695	0.206	0.573	0.5229	-0.006	-0.732	0.011	0.681	0.0846	0.0	0.0	0.1
-0.03	-0.07	1.021	-0.0119	0.021	0.0022	-0.5292	0.5444	-0.2967	1.696	0.206	0.575	0.5233	-0.006	-0.732	0.011	0.681	0.0765	0.1	0.0	0.2
0.021	-0.058	1.014	-0.0546	-0.0023	-0.0109	-0.568	0.6583	-0.2308	1.695	0.206	0.583	0.5233	-0.004	-0.732	0.011	0.681	0.3411	-0.1	0.0	0.8
0.02	-0.114	1.011	-0.0114	-0.0086	0.0002	-0.5421	0.6036	-0.2637	1.695	0.206	0.585	0.5234	-0.005	-0.733	0.01	0.681	0.081	0.0	0.0	0.2
-0.001	-0.017	1.061	-0.0074	-0.0171	0.0069	-0.6069	0.6446	-0.0989	1.695	0.206	0.586	0.5234	-0.005	-0.733	0.01	0.681	0.0801	0.0	0.0	0.1
0.032	-0.102	0.994	-0.0535	-0.0451	0.0024	-0.5551	0.6173	-0.1978	1.695	0.206	0.588	0.5231	-0.006	-0.732	0.01	0.681	0.081	0.0	0.0	0.2
-0.005	-0.056	1.013	-0.0774	-0.0553	0.0122	-0.581	0.6036	-0.2308	1.695	0.206	0.597	0.5232	-0.005	-0.732	0.009	0.681	0.4401	0.0	0.0	0.9
