acc0	acc1	acc2	gyro0	gyro1	gyro2	mag0	mag1	mag2	x	y	z	beta	Qx	Qy	Qz	Qw	delta_t	delta_x	delta_y	delta_z
0.1121	0.0983	0.0997	-0.1229	0.0319	0.6735	-0.3218	0.59	-0.7692	-0.025	0.22	0.8	0.4829	-0.002	-0.688	0.009	0.726	0.4023	0.1	0.0	1.0
0.0011	0.0173	-0.0323	-0.066	0.2188	0.6557	-0.2959	0.59	-0.7692	-0.025	0.22	0.801	0.4827	0.0	-0.688	0.009	0.726	0.0783	0.0	0.0	0.1
-0.1409	0.0683	-0.0603	-0.0552	0.2024	0.6231	-0.2829	0.5718	-0.7033	-0.025	0.22	0.803	0.4829	-0.003	-0.688	0.01	0.726	0.0864	0.0	0.0	0.2
-0.1229	0.1093	-0.0323	-0.0353	-0.0047	0.6036	-0.2268	0.6583	-0.6374	-0.025	0.22	0.804	0.483	-0.002	-0.688	0.01	0.726	0.0792	0.0	0.0	0.1
-0.0329	0.0343	-0.0193	-0.0495	-0.1098	0.5702	-0.2829	0.631	-0.5604	-0.024	0.22	0.81	0.483	-0.002	-0.688	0.009	0.726	0.3384	0.1	0.0	0.6
0.0481	0.0763	0.0537	-0.0694	-0.116	0.5781	-0.2441	0.7403	-0.6374	-0.024	0.22	0.812	0.483	-0.001	-0.688	0.009	0.726	0.0927	0.0	0.0	0.2
0.0421	-0.0297	-0.0113	-0.1001	0.0	0.5818	-0.2829	0.713	-0.6374	-0.024	0.22	0.813	0.4836	-0.003	-0.689	0.009	0.725	0.0774	0.0	0.0	0.1
-0.0269	-0.0127	0.0267	-0.0068	-0.1051	0.6159	-0.2138	0.6856	-0.8022	-0.023	0.22	0.82	0.484	-0.004	-0.689	0.009	0.725	0.2565	0.1	0.0	0.7
0.0191	-0.0317	0.0197	-0.0074	-0.0677	0.6161	-0.2441	0.6993	-0.7692	-0.023	0.22	0.822	0.4841	-0.003	-0.689	0.008	0.725	0.0927	0.0	0.0	0.2
-0.0089	-0.0327	-0.0153	-0.0609	-0.0584	0.613	-0.257	0.7267	-0.7363	-0.023	0.22	0.823	0.4837	-0.002	-0.689	0.009	0.725	0.0738	0.0	0.0	0.1
-0.0099	-0.1567	-0.0833	0.0205	0.056	0.6377	-0.2268	0.7813	-0.5604	-0.022	0.22	0.831	0.4829	-0.002	-0.688	0.009	0.726	0.3276	0.1	0.0	0.8
0.0271	0.1553	0.0477	0.025	-0.0739	0.646	-0.2441	0.7677	-0.7033	-0.022	0.22	0.833	0.4826	-0.004	-0.688	0.009	0.726	0.0891	0.0	0.0	0.2
0.0851	-0.1487	-0.0183	-0.1149	-0.0677	0.6481	-0.2268	0.754	-0.6374	-0.022	0.22	0.834	0.4829	0.0	-0.688	0.009	0.726	0.0819	0.0	0.0	0.1
0.0411	-0.0687	-0.0403	0.0603	-0.0031	0.6762	-0.2138	0.7813	-0.6374	-0.022	0.22	0.836	0.4824	-0.003	-0.687	0.008	0.726	0.0846	0.0	0.0	0.2
0.0061	0.0583	0.0247	0.0996	-0.0926	0.6557	-0.149	0.7267	-0.7363	-0.022	0.22	0.841	0.4821	-0.002	-0.687	0.009	0.727	0.2376	0.0	0.0	0.5
0.0411	0.0223	-0.0053	-0.0222	-0.0436	0.6424	-0.149	0.672	-0.6703	-0.021	0.22	0.842	0.482	-0.001	-0.687	0.009	0.727	0.0936	0.1	0.0	0.1
0.0371	-0.0397	-0.0213	0.0023	0.0101	0.6619	-0.149	0.672	-0.6374	-0.021	0.22	0.844	0.4819	-0.003	-0.687	0.008	0.727	0.0774	0.0	0.0	0.2
0.0061	0.0253	0.0487	0.0268	0.0039	0.6709	-0.149	0.754	-0.5934	-0.021	0.22	0.847	0.4824	-0.002	-0.687	0.008	0.726	0.0846	0.0	0.0	0.3
0.0041	0.0873	-0.0043	-0.0518	-0.1113	0.7586	-0.0713	0.6583	-0.7692	-0.021	0.22	0.855	0.4947	-0.002	-0.701	0.008	0.713	0.4041	0.0	0.0	0.8
-0.1059	-0.0707	-0.0953	-0.0296	-0.0272	0.756	-0.1361	0.7267	-0.7363	-0.021	0.22	0.857	0.4979	-0.003	-0.705	0.009	0.709	0.081	0.0	0.0	0.2
-0.0859	-0.0067	0.0127	0.0728	-0.2164	0.7278	-0.0713	0.713	-0.8022	-0.02	0.22	0.858	0.5015	-0.003	-0.709	0.008	0.705	0.081	0.1	0.0	0.1
-0.1259	-0.0107	-0.0743	0.0057	0.0451	-0.0657	-0.0972	0.877	-0.3956	-0.02	0.22	0.866	0.5149	-0.003	-0.723	0.008	0.69	0.3213	0.0	0.0	0.8
0.2041	0.0993	0.0567	-0.029	-0.1362	-0.1824	-0.2268	0.9317	-0.2308	-0.02	0.22	0.867	0.5171	-0.004	-0.726	0.009	0.688	0.0783	0.0	0.0	0.1
0.2971	0.0333	0.0977	0.0649	0.2546	-0.1964	-0.2441	0.959	-0.1978	-0.02	0.22	0.869	0.5195	-0.004	-0.728	0.009	0.685	0.081	0.0	0.0	0.2
-0.2109	0.0773	0.0047	0.0142	-0.0023	0.0739	-0.162	0.7813	-0.4945	-0.022	0.22	0.878	0.5327	-0.003	-0.742	0.008	0.67	0.4302	-0.2	0.0	0.9
-0.0089	0.0573	-0.0623	-0.103	-0.1284	0.0425	-0.1361	0.7403	-0.4945	-0.022	0.22	0.879	0.5352	-0.005	-0.745	0.009	0.667	0.0801	0.0	0.0	0.1
-0.0379	-0.0037	-0.0333	-0.1303	0.0179	-0.0072	-0.149	0.6993	-0.6374	-0.022	0.22	0.881	0.5378	-0.004	-0.748	0.011	0.664	0.081	0.0	0.0	0.2
-0.0069	-0.0337	0.0297	-0.0222	-0.0444	-0.0245	-0.1749	0.8497	-0.3956	-0.023	0.22	0.882	0.5392	-0.001	-0.749	0.01	0.662	0.081	-0.1	0.0	0.1
-0.0329	-0.0207	0.0567	-0.0063	0.0218	0.018	-0.2268	0.8223	-0.3956	-0.024	0.22	0.889	0.5487	-0.003	-0.759	0.01	0.651	0.3321	-0.1	0.0	0.7
-0.0099	-0.0497	0.0217	0.0205	-0.0109	0.0276	-0.149	0.8223	-0.4945	-0.024	0.22	0.89	0.5512	-0.004	-0.762	0.009	0.648	0.081	0.0	0.0	0.1
-0.0439	-0.0377	-0.0333	0.0063	-0.0421	0.0277	-0.2009	0.8223	-0.3956	-0.024	0.22	0.892	0.5542	-0.005	-0.765	0.01	0.644	0.081	0.0	0.0	0.2
0.0501	0.0253	-0.0243	-0.0159	-0.0716	0.0345	-0.2268	0.8223	-0.4286	-0.025	0.22	0.895	0.5586	-0.005	-0.769	0.011	0.639	0.09	-0.1	0.0	0.3
0.0451	-0.0187	-0.0343	-0.0717	0.0685	-0.0162	-0.2138	0.8223	-0.3297	-0.027	0.22	0.901	0.5684	-0.005	-0.779	0.01	0.627	0.3321	-0.2	0.0	0.6
-0.0539	-0.0067	0.0057	-0.0006	0.0623	-0.0075	-0.257	0.8497	-0.3297	-0.028	0.22	0.903	0.5704	0.0	-0.781	0.01	0.625	0.081	-0.1	0.0	0.2
0.0491	0.0143	0.0067	-0.0148	0.0911	-0.0064	-0.1749	0.836	-0.3956	-0.03	0.22	0.91	0.5802	-0.002	-0.79	0.009	0.613	0.2421	-0.2	0.0	0.7
-0.0519	-0.0217	0.0237	0.0	0.0966	-0.0133	-0.1879	0.8223	-0.4286	-0.031	0.22	0.912	0.5829	-0.005	-0.793	0.01	0.609	0.081	-0.1	0.0	0.2
-0.0309	-0.0187	-0.0003	0.0313	0.0195	-0.0101	-0.1879	0.8223	-0.4286	-0.031	0.22	0.913	0.5861	-0.003	-0.796	0.011	0.605	0.0801	0.0	0.0	0.1
-0.0129	0.0103	-0.0043	-0.004	-0.0163	-0.0199	-0.2009	0.8223	-0.4615	-0.032	0.22	0.915	0.5883	-0.005	-0.798	0.01	0.603	0.09	-0.1	0.0	0.2
-0.0089	0.0303	0.0017	-0.0381	-0.0397	-0.024	-0.1749	0.8223	-0.4615	-0.033	0.22	0.916	0.5909	-0.007	-0.8	0.01	0.599	0.081	-0.1	0.0	0.1
-0.0309	-0.1027	-0.0273	0.0569	0.1401	-0.0452	-0.2268	0.836	-0.4286	-0.035	0.22	0.922	0.6001	-0.006	-0.809	0.011	0.588	0.3231	-0.2	0.0	0.6
-0.1809	0.1403	0.0627	0.074	0.1035	-0.042	-0.2009	0.8223	-0.4615	-0.036	0.22	0.925	0.6043	-0.007	-0.813	0.01	0.582	0.081	-0.1	0.0	0.3
-0.1659	-0.0807	-0.0573	-0.0421	-0.1541	-0.0322	-0.2441	0.836	-0.3297	-0.036	0.22	0.927	0.6064	-0.006	-0.815	0.009	0.58	0.0891	0.0	0.0	0.2
0.1001	-0.0377	-0.0483	0.1092	-0.2226	0.0051	-0.257	0.8497	-0.2308	-0.037	0.22	0.928	0.6094	-0.008	-0.818	0.01	0.576	0.09	-0.1	0.0	0.1
0.0171	0.1373	0.0887	0.0194	-0.0342	0.05	-0.2009	0.877	-0.2637	-0.038	0.22	0.932	0.6161	0.007	0.824	-0.009	-0.567	0.2421	-0.1	0.0	0.4
0.0831	-0.0377	0.0157	-0.0575	0.0	0.0423	-0.1749	0.8497	-0.3297	-0.039	0.22	0.934	0.618	0.007	0.825	-0.009	-0.565	0.081	-0.1	0.0	0.2
-0.0179	-0.0147	-0.0453	0.0256	0.0374	0.0603	-0.257	0.8907	-0.3297	-0.039	0.22	0.935	0.621	0.008	0.828	-0.009	-0.561	0.099	0.0	0.0	0.1
-0.0369	0.0223	-0.0243	0.0347	-0.088	0.0531	-0.162	0.9043	-0.2967	-0.04	0.22	0.938	0.6255	0.007	0.832	-0.009	-0.555	0.081	-0.1	0.0	0.3
0.0701	0.0303	0.0027	-0.0558	-0.1253	0.0393	-0.1361	0.8497	-0.5275	-0.041	0.22	0.94	0.6281	0.005	0.834	-0.009	-0.551	0.0801	-0.1	0.0	0.2
0.0091	0.0073	-0.0303	-0.0091	0.0187	-0.0077	-0.162	0.795	-0.5275	-0.044	0.22	0.947	0.6404	0.007	0.845	-0.009	-0.535	0.4131	-0.3	0.0	0.7
-0.0649	0.0513	0.0387	0.0131	-0.0794	-0.0114	-0.2138	0.877	-0.2308	-0.045	0.22	0.95	0.6454	0.007	0.849	-0.009	-0.529	0.171	-0.1	0.0	0.3
0.0101	0.0243	0.0217	0.0006	-0.1269	-0.0131	-0.149	0.8223	-0.5275	-0.047	0.22	0.953	0.6515	0.004	0.854	-0.01	-0.52	0.0801	-0.2	0.0	0.3
-0.0069	0.0113	-0.0203	-0.0114	-0.0389	-0.0045	-0.2268	0.8633	-0.3297	-0.051	0.22	0.959	0.6609	0.007	0.861	-0.009	-0.508	0.324	-0.4	0.0	0.6
0.0421	0.0723	0.0197	-0.021	0.0623	0.008	-0.162	0.8497	-0.3956	-0.056	0.22	0.969	0.6785	0.008	0.875	-0.008	-0.484	0.4932	-0.5	0.0	1.0
-0.0229	0.0393	-0.0043	-0.0535	0.0763	0.0045	-0.2009	0.8223	-0.3297	-0.058	0.22	0.972	0.6838	0.005	0.879	-0.009	-0.477	0.081	-0.2	0.0	0.3
-0.0529	-0.0007	-0.0033	-0.1018	0.0272	-0.0066	-0.2441	0.877	-0.2637	-0.058	0.22	0.974	0.686	0.007	0.881	-0.007	-0.474	0.081	0.0	0.0	0.2
-0.0069	0.0573	0.0167	-0.0518	-0.0148	0.0258	-0.2138	0.8907	-0.2637	-0.059	0.22	0.975	0.6868	0.007	0.881	-0.008	-0.472	0.0801	-0.1	0.0	0.1
0.0131	0.0203	-0.0193	0.0205	0.0654	0.0311	-0.2268	0.8633	-0.4945	-0.061	0.22	0.981	0.686	0.008	0.881	-0.008	-0.473	0.3231	-0.2	0.0	0.6
0.0041	-0.0177	-0.0023	0.0273	0.0748	0.0325	-0.1879	0.877	-0.3626	-0.062	0.22	0.982	0.6856	0.006	0.88	-0.009	-0.474	0.081	-0.1	0.0	0.1
0.1041	0.2573	0.0427	0.0643	-0.1993	-0.4556	0.0324	0.6993	-0.8022	-0.067	0.22	0.991	0.6866	0.008	0.881	-0.007	-0.473	0.4851	-0.5	0.0	0.9
0.0021	-0.1367	0.0077	-0.0063	0.1308	-0.8266	-0.1879	0.8907	-0.3956	-0.069	0.22	0.994	0.6867	0.005	0.881	-0.008	-0.472	0.1611	-0.2	0.0	0.3
0.0141	-0.0927	-0.0583	0.058	0.1479	-0.6659	-0.257	0.754	-0.6374	-0.075	0.22	1.003	0.6869	0.008	0.881	-0.009	-0.472	0.5121	-0.6	0.0	0.9
0.1091	0.0623	0.0677	0.1053	0.2849	-0.7121	-0.2268	0.754	-0.7033	-0.075	0.22	1.005	0.6872	0.006	0.882	-0.008	-0.472	0.0801	0.0	0.0	0.2
-0.1939	0.1163	0.0677	-0.0284	0.0708	-0.6311	-0.2829	0.7677	-0.4286	-0.08	0.221	1.013	0.6865	0.007	0.881	-0.009	-0.473	0.4221	-0.5	0.1	0.8
-0.0019	0.0763	-0.0213	-0.0171	-0.1269	-0.6499	-0.3218	0.7267	-0.3626	-0.081	0.22	1.014	0.6859	0.008	0.881	-0.008	-0.474	0.081	-0.1	-0.1	0.1
-0.0669	-0.0097	-0.0343	-0.0592	-0.1075	-0.6935	-0.3089	0.631	-0.4945	-0.084	0.22	1.019	0.6859	-0.008	-0.881	0.008	0.474	0.3231	-0.3	0.0	0.5
-0.0449	0.0503	-0.0323	-0.0171	0.0015	-0.6988	-0.3348	0.7813	-0.4615	-0.085	0.221	1.02	0.6866	-0.007	-0.881	0.008	0.473	0.081	-0.1	0.1	0.1
-0.1129	-0.0177	-0.0123	-0.0222	0.0257	-0.6994	-0.3607	0.6856	-0.4945	-0.086	0.221	1.022	0.6863	-0.006	-0.881	0.008	0.473	0.081	-0.1	0.0	0.2
-0.0759	0.0343	0.0237	0.0148	0.0226	-0.7098	-0.3089	0.713	-0.7033	-0.088	0.22	1.024	0.6857	-0.009	-0.881	0.007	0.474	0.0801	-0.2	-0.1	0.2
-0.0779	-0.0437	0.0377	0.0444	0.0101	-0.6247	-0.3607	0.7267	-0.6703	-0.09	0.221	1.029	0.6857	-0.007	-0.881	0.007	0.474	0.252	-0.2	0.1	0.5
-0.0659	-0.0307	0.0257	-0.0011	0.0319	-0.6401	-0.3477	0.754	-0.7692	-0.091	0.22	1.03	0.6853	-0.008	-0.88	0.007	0.474	0.0801	-0.1	-0.1	0.1
-0.0889	-0.1237	-0.0413	-0.0296	-0.0117	-0.6587	-0.3348	0.7403	-0.5934	-0.092	0.22	1.032	0.6859	-0.006	-0.881	0.006	0.474	0.081	-0.1	0.0	0.2
0.0121	-0.0617	-0.0343	-0.0103	0.0841	-0.6821	-0.4125	0.7677	-0.5604	-0.093	0.22	1.035	0.6854	-0.008	-0.88	0.007	0.474	0.162	-0.1	0.0	0.3
-0.0439	0.0283	-0.0153	-0.0256	-0.0312	-0.6783	-0.4255	0.7267	-0.4945	-0.098	0.22	1.043	0.6867	-0.008	-0.881	0.006	0.473	0.4122	-0.5	0.0	0.8
0.0151	0.0163	-0.0023	-0.0723	-0.0233	-0.6933	-0.4384	0.7813	-0.4945	-0.099	0.221	1.044	0.6872	-0.007	-0.882	0.005	0.472	0.081	-0.1	0.1	0.1
0.0391	-0.0347	-0.0193	-0.021	0.0584	-0.693	-0.4255	0.672	-0.5604	-0.1	0.22	1.046	0.6865	-0.007	-0.881	0.006	0.473	0.081	-0.1	-0.1	0.2
0.1711	0.2243	0.0167	0.0057	0.1993	-0.6751	-0.4903	0.7677	-0.4945	-0.104	0.22	1.053	0.6865	-0.008	-0.881	0.006	0.473	0.4041	-0.4	0.0	0.7
-0.0799	0.0653	0.0277	-0.0746	0.2491	-0.6526	-0.4903	0.7403	-0.3297	-0.105	0.221	1.054	0.6871	-0.006	-0.882	0.006	0.472	0.0801	-0.1	0.1	0.1
-0.1699	-0.0127	0.0337	-0.0734	-0.0288	-0.6358	-0.5162	0.7677	-0.2967	-0.105	0.221	1.056	0.6862	-0.006	-0.881	0.006	0.473	0.081	0.0	0.0	0.2
0.0791	0.0543	0.0267	0.0296	-0.2468	-0.6044	-0.5551	0.754	-0.1978	-0.106	0.22	1.057	0.6864	-0.006	-0.881	0.006	0.473	0.081	-0.1	-0.1	0.1
0.0771	0.1313	-0.0463	0.0154	0.1868	-0.6313	-0.5551	0.6993	-0.4945	-0.111	0.221	1.065	0.6868	0.006	0.881	-0.005	-0.472	0.4221	-0.5	0.1	0.8
-0.1409	0.1323	0.0447	-0.0899	0.232	-0.6443	-0.5162	0.713	-0.5934	-0.112	0.221	1.066	0.686	0.006	0.881	-0.006	-0.473	0.0801	-0.1	0.0	0.1
-0.1889	-0.0797	0.0257	-0.1235	0.0288	-0.6642	-0.4644	0.6036	-0.7033	-0.113	0.22	1.068	0.6866	0.006	0.881	-0.006	-0.473	0.081	-0.1	-0.1	0.2
-0.0659	-0.0927	0.0687	0.0421	-0.1502	-0.6845	-0.4903	0.672	-0.5934	-0.114	0.221	1.069	0.687	0.006	0.882	-0.006	-0.472	0.081	-0.1	0.1	0.1
0.0601	-0.3337	-0.0793	-0.099	-0.1082	0.1385	-0.5032	0.6993	-0.5275	-0.117	0.221	1.076	0.6867	0.006	0.881	-0.006	-0.473	0.3231	-0.3	0.0	0.7
0.0191	0.0793	0.0507	0.19	-0.0623	0.1771	-0.3737	0.6446	-0.8352	-0.118	0.22	1.077	0.6864	0.008	0.881	-0.006	-0.473	0.081	-0.1	-0.1	0.1
0.0391	0.0113	0.0137	-0.0427	0.0405	-0.0231	-0.4384	0.6993	-0.5934	-0.122	0.221	1.084	0.6878	0.005	0.882	-0.006	-0.471	0.4041	-0.4	0.1	0.7
-0.0029	0.0003	0.0347	-0.0575	0.0436	-0.0014	-0.4903	0.6856	-0.5604	-0.124	0.22	1.087	0.6881	0.005	0.882	-0.007	-0.471	0.0801	-0.2	-0.1	0.3
-0.0409	0.1003	-0.0223	0.0085	0.1822	-0.0114	-0.3866	0.5581	-0.7033	-0.127	0.221	1.093	0.6776	0.005	0.874	-0.006	-0.485	0.4221	-0.3	0.1	0.6
-0.0829	0.1553	-0.0193	-0.0905	0.1378	-0.0255	-0.4255	0.6173	-0.6703	-0.128	0.221	1.094	0.6741	0.005	0.872	-0.006	-0.49	0.081	-0.1	0.0	0.1
-0.0289	-0.0217	-0.0113	-0.136	0.0841	-0.0383	-0.4384	0.6446	-0.3956	-0.128	0.221	1.096	0.6709	0.005	0.869	-0.007	-0.494	0.081	0.0	0.0	0.2
0.0631	-0.0327	-0.0083	-0.0353	0.0895	-0.0458	-0.3996	0.6036	-0.6374	-0.129	0.221	1.097	0.6682	0.004	0.867	-0.006	-0.498	0.0801	-0.1	0.0	0.1
0.0451	0.0403	0.0077	-0.0085	0.1565	-0.0463	-0.4903	0.6446	-0.6374	-0.13	0.221	1.098	0.6659	0.005	0.865	-0.007	-0.501	0.081	-0.1	0.0	0.1
-0.1019	0.0113	-0.0063	-0.0461	0.0436	0.0	-0.3737	0.5718	-0.8352	-0.135	0.221	1.106	0.6522	0.004	0.854	-0.007	-0.52	0.3231	-0.5	0.0	0.8
-0.0869	0.0093	-0.0003	-0.0973	-0.0374	-0.0051	-0.3866	0.5171	-0.8022	-0.135	0.221	1.108	0.6498	0.003	0.852	-0.007	-0.523	0.081	0.0	0.0	0.2
-0.0069	-0.0607	-0.0013	-0.0871	-0.0421	-0.0189	-0.3996	0.5718	-0.7363	-0.136	0.221	1.109	0.6476	0.004	0.851	-0.006	-0.526	0.081	-0.1	0.0	0.1
0.0191	-0.0587	-0.0063	-0.0108	0.0413	-0.0402	-0.3737	0.5444	-0.8022	-0.137	0.221	1.111	0.6449	0.003	0.848	-0.006	-0.529	0.0801	-0.1	0.0	0.2
0.0791	0.1833	0.0197	0.0563	0.0451	0.0091	-0.4773	0.6173	-0.5934	-0.141	0.221	1.118	0.6294	0.003	0.835	-0.007	-0.55	0.4041	-0.4	0.0	0.7
-0.0379	0.0033	0.0247	-0.0364	0.0903	-0.0051	-0.4384	0.5718	-0.6703	-0.142	0.221	1.119	0.6266	0.003	0.833	-0.007	-0.553	0.081	-0.1	0.0	0.1
-0.0519	-0.0067	-0.0123	-0.0449	-0.0124	0.0066	-0.5032	0.6583	-0.5275	-0.142	0.221	1.12	0.6238	0.002	0.83	-0.007	-0.557	0.081	0.0	0.0	0.1
0.0681	-0.0267	-0.0423	-0.029	-0.0304	0.0045	-0.4773	0.672	-0.6374	-0.144	0.221	1.128	0.6082	0.003	0.816	-0.006	-0.577	0.4311	-0.2	0.0	0.8
0.0331	-0.0367	-0.0253	-0.0114	0.0047	0.0072	-0.4384	0.672	-0.3956	-0.144	0.221	1.129	0.6055	0.002	0.814	-0.007	-0.581	0.0801	0.0	0.0	0.1
-0.1319	0.0593	0.0627	0.0245	0.0	-0.005	0.0194	0.1025	-1.8681	-0.144	0.221	1.131	0.6031	0.002	0.812	-0.006	-0.584	0.081	0.0	0.0	0.2
-0.1609	0.2063	0.0037	0.0427	-0.0163	-0.2089	-0.5292	0.5718	-0.5275	-0.144	0.221	1.133	0.6005	0.002	0.809	-0.006	-0.587	0.081	0.0	0.0	0.2
-0.0319	0.2183	0.0817	0.0808	0.1082	-0.6805	-0.6069	0.6856	-0.3626	-0.144	0.221	1.139	0.5891	0.0	0.799	-0.006	-0.601	0.3249	0.0	0.0	0.6
0.0981	-0.2057	-0.1633	-0.0626	-0.0381	-0.6709	-0.594	0.7267	-0.4286	-0.144	0.221	1.14	0.5869	0.002	0.797	-0.006	-0.604	0.0756	0.0	0.0	0.1
0.1141	0.1283	0.0047	0.0711	0.081	-0.6105	-0.6587	0.672	-0.4286	-0.144	0.221	1.142	0.5843	0.002	0.794	-0.006	-0.608	0.0828	0.0	0.0	0.2
-0.1079	-0.1477	-0.0303	-0.0324	0.0078	-0.6563	-0.568	0.5444	-0.4945	-0.145	0.221	1.151	0.5675	0.001	0.778	-0.006	-0.628	0.4041	-0.1	0.0	0.9
0.0241	0.0623	-0.0023	-0.0057	-0.0218	-0.6763	-0.581	0.631	-0.5934	-0.144	0.221	1.153	0.5648	0.001	0.775	-0.006	-0.632	0.09	0.1	0.0	0.2
0.0781	0.0143	0.0967	-0.0927	0.0576	-0.6661	-1.121	0.631	0.7692	-0.145	0.221	1.155	0.5621	0.001	0.773	-0.006	-0.635	0.09	-0.1	0.0	0.2
0.1631	-0.4627	-0.0453	-0.161	0.1222	-0.5632	-0.3996	0.3667	-0.8681	-0.145	0.221	1.156	0.5589	0.0	0.769	-0.007	-0.639	0.0801	0.0	0.0	0.1
0.1391	0.0803	-0.0743	0.1235	-0.306	0.1414	-0.4384	0.4214	-0.9341	-0.145	0.221	1.165	0.5451	0.001	0.755	-0.006	-0.655	0.4986	0.0	0.0	0.9
-0.1829	-0.2127	-0.0033	-0.2742	0.2655	0.0582	-0.4384	0.4761	-1.0659	-0.145	0.221	1.167	0.541	0.0	0.751	-0.006	-0.66	0.162	0.0	0.0	0.2
0.1251	-0.2027	-0.0613	-0.1297	0.102	0.0018	-0.5421	0.6173	-0.6703	-0.145	0.221	1.173	0.5302	0.001	0.74	-0.007	-0.673	0.2511	0.0	0.0	0.6
-0.0099	-0.0437	0.1117	0.0023	0.0966	-0.0115	-0.5421	0.631	-0.7033	-0.145	0.221	1.174	0.5291	0.0	0.739	-0.007	-0.674	0.081	0.0	0.0	0.1
-0.0189	-0.0057	0.0307	-0.0034	-0.0841	-0.0226	-0.5292	0.6036	-0.7692	-0.145	0.221	1.176	0.5292	0.0	0.739	-0.007	-0.674	0.0801	0.0	0.0	0.2
0.0451	-0.0097	-0.0693	-0.0188	-0.0981	0.0293	-0.5032	0.5581	-0.7363	-0.145	0.221	1.177	0.5297	0.001	0.739	-0.007	-0.673	0.0783	0.0	0.0	0.1
0.0461	0.0093	-0.0153	-0.1013	0.0771	0.0316	-0.5032	0.5581	-0.6374	-0.145	0.221	1.178	0.5304	0.001	0.74	-0.007	-0.673	0.0801	0.0	0.0	0.1
-0.0339	-0.1137	-0.0703	-0.0381	-0.1051	-0.0271	-0.581	0.6446	-0.4945	-0.146	0.221	1.187	0.5311	0.001	0.741	-0.007	-0.672	0.4365	-0.1	0.0	0.9
0.1511	0.1583	0.0197	0.074	-0.0794	-0.004	-0.5292	0.631	-0.5604	-0.146	0.221	1.189	0.5315	0.002	0.741	-0.006	-0.671	0.081	0.0	0.0	0.2
0.0701	-0.0077	0.0127	-0.058	0.081	-0.0021	-0.5162	0.59	-0.5934	-0.146	0.221	1.191	0.5308	0.001	0.74	-0.006	-0.672	0.0909	0.0	0.0	0.2
-0.0719	-0.0387	-0.0413	-0.0427	0.0755	0.055	-0.594	0.6446	-0.5604	-0.146	0.221	1.192	0.5308	0.001	0.741	-0.006	-0.672	0.0801	0.0	0.0	0.1
0.0111	0.0233	0.0137	-0.1166	-0.0911	-0.0216	-0.5421	0.5308	-0.8022	-0.147	0.221	1.202	0.5307	0.001	0.74	-0.007	-0.672	0.4248	-0.1	0.0	1.0
0.0581	-0.0387	-0.0353	-0.0569	-0.0381	-0.0256	-0.5421	0.6036	-0.4945	-0.148	0.221	1.203	0.5304	0.001	0.74	-0.008	-0.672	0.0918	-0.1	0.0	0.1
0.0371	0.0033	0.0007	0.0119	0.0319	-0.0144	-0.4773	0.5444	-0.7363	-0.148	0.221	1.205	0.5311	0.002	0.741	-0.006	-0.672	0.0936	0.0	0.0	0.2
0.0481	0.0053	0.0037	-0.0427	0.0163	-0.0204	-0.5292	0.5308	-0.7692	-0.149	0.221	1.209	0.5307	0.001	0.74	-0.008	-0.672	0.2385	-0.1	0.0	0.4
-0.0279	-0.0277	0.0197	-0.0199	0.0716	-0.0148	-0.5292	0.6036	-0.5275	-0.149	0.221	1.211	0.5304	0.001	0.74	-0.008	-0.672	0.0855	0.0	0.0	0.2
-0.0559	0.0263	0.0017	0.0125	0.0094	-0.0019	-0.4514	0.5034	-0.8352	-0.149	0.221	1.212	0.5309	0.002	0.741	-0.007	-0.672	0.0891	0.0	0.0	0.1
0.0171	0.0213	-0.0223	-0.0677	0.0094	-0.0096	-0.5032	0.5308	-0.7692	-0.149	0.221	1.214	0.5305	0.001	0.74	-0.008	-0.672	0.0846	0.0	0.0	0.2
0.0151	0.0063	-0.0063	-0.0882	0.0249	-0.0125	-0.4903	0.4897	-0.7692	-0.15	0.221	1.224	0.5299	0.001	0.74	-0.007	-0.673	0.4356	-0.1	0.0	1.0
-0.0049	-0.0317	-0.0063	-0.1087	0.0545	-0.03	-0.5292	0.6036	-0.5934	-0.15	0.221	1.226	0.5293	0.001	0.739	-0.009	-0.674	0.0873	0.0	0.0	0.2
-0.0529	0.0263	0.0267	-0.0199	0.035	-0.0018	-0.4773	0.5308	-0.8022	-0.15	0.221	1.227	0.5299	0.0	0.739	-0.008	-0.673	0.0774	0.0	0.0	0.1
-0.0269	0.0053	-0.0123	-0.0979	-0.0187	-0.0111	-0.5292	0.5308	-0.7363	-0.15	0.221	1.229	0.5294	0.001	0.739	-0.008	-0.674	0.0801	0.0	0.0	0.2
0.0431	-0.0237	-0.0143	-0.0802	-0.021	0.0	-0.568	0.6583	-0.5275	-0.15	0.221	1.23	0.5301	0.0	0.74	-0.008	-0.673	0.081	0.0	0.0	0.1
0.0541	0.0443	-0.0143	-0.0233	-0.0841	0.0224	-0.5032	0.5308	-0.8022	-0.151	0.221	1.238	0.5301	0.001	0.74	-0.008	-0.673	0.3573	-0.1	0.0	0.8
-0.0159	-0.0247	-0.0033	-0.0751	-0.0148	0.0184	-0.5421	0.631	-0.6374	-0.151	0.221	1.24	0.5301	0.0	0.74	-0.008	-0.673	0.0963	0.0	0.0	0.2
