122325,2835	0,000	0,000	0,000
122325,3135	0,000	0,000	0,000
122325,3418	0,000	0,000	0,000
122325,3738	0,000	0,000	0,000
122325,4037	0,000	0,000	0,000
122325,4359	0,000	0,000	0,000
122325,4640	0,000	0,000	0,000
122325,4954	0,000	0,000	0,000
122325,5294	0,000	0,000	0,000
122325,5575	0,000	0,000	0,000
122325,5874	0,000	0,000	0,000
122325,6184	0,000	0,000	0,000
122325,6476	0,000	0,000	0,000
122325,6767	0,000	0,000	0,000
122325,7072	0,000	0,000	0,000
122325,7371	0,000	0,000	0,000
122325,7683	0,000	0,000	0,000
122325,7973	0,000	0,000	0,000
122325,8322	0,000	0,000	0,000
122325,8691	0,000	0,000	0,000
122325,8901	0,000	0,000	0,000
122325,9220	0,000	0,000	0,000
122325,9569	0,000	0,000	0,000
122325,9818	0,000	0,000	0,000
122326,0118	0,000	0,000	0,000
122326,0438	0,000	0,000	0,000
122326,0738	0,000	0,000	0,000
122326,1035	0,000	0,000	0,000
122326,1390	0,000	0,000	0,000
122326,1653	0,000	0,000	0,000
122326,1967	0,000	0,000	0,000
122326,2275	0,000	0,000	0,000
122326,2578	0,000	0,000	0,000
122326,2941	0,000	0,000	0,000
122326,3210	0,000	0,000	0,000
122326,3489	0,000	0,000	0,000
122326,3804	0,000	0,000	0,000
122326,4104	0,000	0,000	0,000
122326,4463	0,000	0,000	0,000
122326,4712	0,000	0,000	0,000
122326,5021	0,000	0,000	0,000
122326,5330	0,000	0,000	0,000
122326,5639	0,000	0,000	0,000
122326,5949	0,000	0,000	0,000
122326,6258	0,000	0,000	0,000
122326,6547	0,000	0,000	0,000
122326,6936	0,000	0,000	0,000
122326,7165	0,000	0,000	0,000
122326,7514	0,000	0,000	0,000
122326,7794	0,000	0,000	0,000
122326,8093	0,000	0,000	0,000
122326,8432	0,000	0,000	0,000
122326,8701	0,000	0,000	0,000
122326,9020	0,000	0,000	0,000
122326,9300	0,000	0,000	0,000
122326,9639	0,000	0,000	0,000
122326,9908	0,000	0,000	0,000
122327,0217	0,000	0,000	0,000
122327,0526	0,000	0,000	0,000
122327,0826	0,000	0,000	0,000
122327,1195	0,000	0,000	0,000
122327,1474	0,000	0,000	0,000
122327,1753	0,000	0,000	0,000
122327,2072	0,000	0,000	0,000
122327,2352	0,000	0,000	0,000
122327,2691	0,000	0,000	0,000
122327,2960	0,000	0,000	0,000
122327,3279	0,000	0,000	0,000
122327,3568	0,000	0,000	0,000
122327,3877	0,000	0,000	0,000
122327,4187	0,000	0,000	0,000
122327,4486	0,000	0,000	0,000
122327,4835	0,000	0,000	0,000
122327,5094	0,000	0,000	0,000
122327,5393	0,000	0,000	0,000
122327,5742	0,000	0,000	0,000
122327,6002	0,000	0,000	0,000
122327,6381	0,000	0,000	0,000
122327,6979	0,000	0,000	0,000
122327,7847	0,000	0,000	0,000
122327,8156	0,000	0,000	0,000
122327,8196	0,000	0,000	0,000
122327,8575	0,000	0,000	0,000
122327,8814	0,000	0,000	0,000
122327,9113	0,000	0,000	0,000
122328,1505	0,000	0,000	0,000
122328,1545	0,000	0,000	0,000
122328,1889	0,000	0,000	0,000
122328,2162	0,000	0,000	0,000
122328,2486	0,000	0,000	0,000
122328,2763	0,000	0,000	0,000
122328,3055	0,000	0,000	0,000
122328,3393	0,000	0,000	0,000
122328,3665	0,000	0,000	0,000
122328,4088	0,000	0,000	0,000
122328,4286	0,000	0,000	0,000
122328,4581	0,000	0,000	0,000
122328,4945	0,000	0,000	0,000
122328,5191	0,000	0,000	0,000
122328,5516	0,000	0,000	0,000
122328,5793	0,000	0,000	0,000
122328,6109	0,000	0,000	0,000
122328,6412	0,000	0,000	0,000
122328,6708	0,000	0,000	0,000
122328,7017	0,000	0,000	0,000
122328,7326	0,000	0,000	0,000
122328,7615	0,000	0,000	0,000
122328,7915	0,000	0,000	0,000
122328,8214	0,000	0,000	0,000
122328,8523	0,000	0,000	0,000
122328,8815	0,000	0,000	0,000
122328,9108	0,000	0,000	0,000
122328,9428	0,000	0,000	0,000
122328,9757	0,000	0,000	0,000
122329,0061	0,000	0,000	0,000
122329,0333	0,000	0,000	0,000
122329,0637	0,000	0,000	0,000
122329,0973	0,000	0,000	0,000
122329,1244	0,000	0,000	0,000
122329,1536	0,000	0,000	0,000
122329,1844	0,000	0,000	0,000
122329,2147	0,000	0,000	0,000
122329,2437	0,000	0,000	0,000
122329,2748	0,000	0,000	0,000
122329,3055	0,000	0,000	0,000
122329,3380	0,000	0,000	0,000
122329,3683	0,000	0,000	0,000
122329,3958	0,000	0,000	0,000
122329,4263	0,000	0,000	0,000
122329,4602	0,000	0,000	0,000
122329,4881	0,000	0,000	0,000
122329,5220	0,000	0,000	0,000
122329,5469	0,000	0,000	0,000
