121014,4551	-0,314	0,219	0,283	1,000	-0,776	-0,012	-0,007	-0,002	-1,000
121014,4720	-0,314	0,219	0,283	1,000	-0,720	-0,012	-0,006	-0,004	-1,000
121014,4890	-0,314	0,219	0,283	1,000	-0,776	-0,012	-0,007	-0,002	-1,000
121014,5059	-0,314	0,219	0,283	1,000	-0,770	-0,012	-0,007	-0,003	-1,000
121014,5219	-0,314	0,219	0,283	1,000	-0,764	-0,013	-0,007	-0,002	-1,000
121014,5389	-0,314	0,219	0,283	1,000	-0,771	-0,013	-0,007	-0,002	-1,000
121014,5558	-0,314	0,219	0,283	1,000	-0,766	-0,012	-0,007	-0,002	-1,000
121014,5718	-0,314	0,219	0,283	1,000	-0,780	-0,012	-0,007	-0,003	-1,000
121014,5887	-0,314	0,219	0,283	1,000	-0,761	-0,013	-0,007	-0,002	-1,000
121014,6047	-0,314	0,219	0,283	1,000	-0,777	-0,012	-0,007	-0,003	-1,000
121014,6216	-0,314	0,219	0,283	1,000	-0,774	-0,012	-0,007	-0,003	-1,000
121014,6386	-0,314	0,219	0,283	1,000	-0,770	-0,012	-0,007	-0,003	-1,000
121014,6546	-0,314	0,219	0,283	1,000	-0,779	-0,012	-0,007	-0,003	-1,000
121014,6716	-0,314	0,219	0,283	1,000	-0,759	-0,013	-0,007	-0,003	-1,000
121014,6885	-0,314	0,219	0,283	1,000	-0,721	-0,012	-0,006	-0,004	-1,000
121014,7045	-0,314	0,219	0,283	1,000	-0,728	-0,012	-0,006	-0,004	-1,000
121014,7214	-0,314	0,219	0,283	1,000	-0,722	-0,012	-0,006	-0,004	-1,000
121014,7436	-0,314	0,219	0,283	1,000	-0,714	-0,013	-0,006	-0,004	-1,000
121014,7546	-0,314	0,219	0,283	1,000	-0,713	-0,013	-0,006	-0,004	-1,000
121014,7712	-0,314	0,219	0,283	1,000	-0,703	-0,013	-0,006	-0,004	-1,000
121014,7913	-0,314	0,219	0,283	1,000	-0,711	-0,012	-0,006	-0,004	-1,000
121014,8050	-0,314	0,219	0,283	1,000	-0,723	-0,012	-0,006	-0,004	-1,000
121014,8228	-0,314	0,219	0,283	1,000	-0,713	-0,012	-0,006	-0,004	-1,000
121014,8381	-0,314	0,219	0,283	1,000	-0,717	-0,012	-0,006	-0,004	-1,000
121014,8560	-0,314	0,219	0,283	1,000	-0,710	-0,012	-0,006	-0,004	-1,000
121014,8722	-0,314	0,219	0,283	1,000	-0,717	-0,012	-0,006	-0,004	-1,000
121014,8891	-0,314	0,219	0,283	1,000	-0,715	-0,012	-0,006	-0,004	-1,000
121014,9054	-0,314	0,219	0,283	1,000	-0,722	-0,013	-0,006	-0,004	-1,000
121014,9225	-0,314	0,219	0,283	1,000	-0,721	-0,012	-0,006	-0,004	-1,000
121014,9417	-0,314	0,219	0,283	1,000	-0,782	-0,012	-0,007	-0,003	-1,000
121014,9552	-0,314	0,219	0,283	1,000	-0,716	-0,012	-0,006	-0,004	-1,000
121014,9722	-0,314	0,219	0,283	1,000	-0,700	-0,013	-0,006	-0,004	-1,000
121014,9901	-0,314	0,219	0,283	1,000	-0,709	-0,012	-0,006	-0,004	-1,000
121015,0047	-0,314	0,219	0,283	1,000	-0,780	-0,012	-0,007	-0,003	-1,000
121015,0226	-0,314	0,219	0,283	1,000	-0,776	-0,012	-0,007	-0,003	-1,000
121015,0386	-0,314	0,219	0,283	1,000	-0,764	-0,012	-0,007	-0,003	-1,000
121015,0555	-0,314	0,219	0,283	1,000	-0,766	-0,012	-0,007	-0,003	-1,000
121015,0715	-0,314	0,219	0,283	1,000	-0,767	-0,012	-0,007	-0,003	-1,000
121015,0914	-0,314	0,219	0,283	1,000	-0,709	-0,012	-0,006	-0,004	-1,000
121015,1054	-0,314	0,219	0,283	1,000	-0,727	-0,012	-0,006	-0,004	-1,000
121015,1223	-0,314	0,219	0,283	1,000	-0,776	-0,012	-0,007	-0,003	-1,000
121015,1398	-0,314	0,219	0,283	1,000	-0,763	-0,012	-0,007	-0,003	-1,000
121015,1578	-0,314	0,219	0,283	1,000	-0,772	-0,012	-0,007	-0,003	-1,000
121015,1720	-0,314	0,219	0,283	1,000	-0,762	-0,013	-0,007	-0,002	-1,000
121015,1890	-0,314	0,219	0,283	1,000	-0,769	-0,012	-0,007	-0,003	-1,000
121015,2050	-0,314	0,219	0,283	1,000	-0,764	-0,013	-0,007	-0,002	-1,000
121015,2219	-0,314	0,219	0,283	1,000	-0,763	-0,013	-0,007	-0,002	-1,000
121015,2389	-0,314	0,219	0,283	1,000	-0,708	-0,012	-0,006	-0,004	-1,000
121015,2558	-0,314	0,219	0,283	1,000	-0,768	-0,013	-0,007	-0,002	-1,000
121015,2718	-0,314	0,219	0,283	1,000	-0,759	-0,013	-0,007	-0,003	-1,000
121015,2887	-0,314	0,219	0,283	1,000	-0,764	-0,012	-0,007	-0,002	-1,000
121015,3047	-0,314	0,219	0,283	1,000	-0,705	-0,013	-0,006	-0,004	-1,000
