172851,7024	-0,451	0,221	-0,179	1,000	-5,608
172851,7273	-0,451	0,221	-0,179	1,000	-5,603
172851,7443	-0,451	0,221	-0,179	1,000	-5,582
172851,7503	-0,451	0,221	-0,179	1,000	-5,582
172851,7602	-0,451	0,221	-0,179	1,000	-5,579
172851,7812	-0,451	0,221	-0,179	1,000	-5,577
172851,7981	-0,451	0,221	-0,179	1,000	-5,580
172851,8069	-0,451	0,221	-0,179	1,000	-5,581
172851,8322	-0,451	0,221	-0,179	1,000	-5,584
172851,8401	-0,451	0,221	-0,179	1,000	-5,586
172851,8571	-0,451	0,221	-0,179	1,000	-5,606
172851,8821	-0,451	0,221	-0,179	1,000	-5,607
172851,8992	-0,451	0,221	-0,179	1,000	-5,575
172851,9072	-0,451	0,221	-0,179	1,000	-5,605
172851,9322	-0,451	0,221	-0,179	1,000	-5,578
172851,9402	-0,451	0,221	-0,179	1,000	-5,579
172851,9574	-0,451	0,221	-0,179	1,000	-5,582
172851,9814	-0,451	0,221	-0,179	1,000	-5,608
172851,9982	-0,451	0,221	-0,178	1,000	-5,565
172852,0072	-0,451	0,221	-0,179	1,000	-5,581
172852,0319	-0,451	0,221	-0,179	1,000	-5,610
172852,0398	-0,451	0,221	-0,179	1,000	-5,579
172852,0568	-0,451	0,221	-0,179	1,000	-5,600
172852,0827	-0,451	0,221	-0,178	1,000	-5,579
172852,0998	-0,451	0,221	-0,178	1,000	-5,563
172852,1068	-0,451	0,221	-0,178	1,000	-5,563
172852,1318	-0,451	0,221	-0,179	1,000	-5,568
172852,1428	-0,451	0,221	-0,179	1,000	-5,547
172852,1567	-0,451	0,221	-0,179	1,000	-5,583
172852,1817	-0,451	0,221	-0,179	1,000	-5,604
172852,1986	-0,451	0,221	-0,179	1,000	-5,575
172852,2066	-0,451	0,221	-0,178	1,000	-5,579
172852,2315	-0,451	0,221	-0,179	1,000	-5,574
172852,2404	-0,451	0,221	-0,178	1,000	-5,579
172852,2564	-0,451	0,221	-0,179	1,000	-5,579
172852,2813	-0,451	0,221	-0,179	1,000	-5,576
172852,2983	-0,451	0,221	-0,179	1,000	-5,601
172852,3063	-0,451	0,221	-0,179	1,000	-5,582
172852,3322	-0,451	0,221	-0,179	1,000	-5,603
172852,3403	-0,451	0,221	-0,179	1,000	-5,603
172852,3573	-0,451	0,221	-0,178	1,000	-5,566
172852,3802	-0,451	0,221	-0,178	1,000	-5,561
172852,3972	-0,451	0,221	-0,179	1,000	-5,608
172852,4061	-0,451	0,221	-0,179	1,000	-5,571
172852,4321	-0,451	0,221	-0,179	1,000	-5,572
172852,4400	-0,451	0,221	-0,179	1,000	-5,576
172852,4570	-0,451	0,221	-0,178	1,000	-5,584
172852,4819	-0,451	0,221	-0,179	1,000	-5,578
172852,4979	-0,451	0,221	-0,179	1,000	-5,605
172852,5059	-0,451	0,221	-0,179	1,000	-5,583
172852,5298	-0,451	0,221	-0,179	1,000	-5,578
172852,5388	-0,451	0,221	-0,179	1,000	-5,564
172852,5550	-0,451	0,221	-0,178	1,000	-5,560
172852,5819	-0,451	0,221	-0,179	1,000	-5,571
172852,5980	-0,451	0,221	-0,179	1,000	-5,583
172852,6069	-0,451	0,221	-0,178	1,000	-5,580
172852,6318	-0,451	0,221	-0,179	1,000	-5,579
172852,6398	-0,451	0,221	-0,179	1,000	-5,561
172852,6565	-0,451	0,221	-0,179	1,000	-5,598
172852,6814	-0,451	0,221	-0,179	1,000	-5,588
172852,6983	-0,451	0,221	-0,179	1,000	-5,579
172852,7063	-0,451	0,221	-0,179	1,000	-5,577
172852,7313	-0,451	0,221	-0,179	1,000	-5,581
172852,7392	-0,451	0,221	-0,179	1,000	-5,607
172852,7562	-0,451	0,221	-0,179	1,000	-5,599
172852,7821	-0,451	0,221	-0,179	1,000	-5,582
172852,7981	-0,451	0,221	-0,179	1,000	-5,600
172852,8057	-0,451	0,221	-0,179	1,000	-5,566
172852,8317	-0,451	0,221	-0,179	1,000	-5,572
172852,8397	-0,451	0,221	-0,178	1,000	-5,560
172852,8591	-0,451	0,221	-0,179	1,000	-5,600
172852,8811	-0,451	0,221	-0,178	1,000	-4,997
172852,8980	-0,451	0,221	-0,178	1,000	-4,443
172852,9070	-0,451	0,221	-0,178	1,000	-4,214
172852,9312	-0,451	0,221	-0,178	1,000	-3,696
172852,9396	-0,451	0,221	-0,178	1,000	-3,525
172852,9567	-0,451	0,221	-0,178	1,000	-3,261
172852,9836	-0,450	0,221	-0,178	1,000	-2,715
172852,9976	-0,450	0,221	-0,178	1,000	-2,310
172853,0066	-0,450	0,221	-0,178	1,000	-2,141
172853,0315	-0,450	0,221	-0,178	1,000	-1,553
172853,0395	-0,450	0,221	-0,178	1,000	-1,382
172853,0564	-0,450	0,221	-0,178	1,000	-0,988
172853,0814	-0,450	0,221	-0,178	1,000	-0,382
172853,0983	-0,450	0,221	-0,178	1,000	0,002
172853,1063	-0,450	0,221	-0,178	1,000	0,170
172853,1323	-0,450	0,221	-0,178	1,000	0,734
172853,1393	-0,450	0,221	-0,178	1,000	0,982
172853,1570	-0,450	0,221	-0,178	1,000	1,466
172853,1810	-0,451	0,221	-0,178	1,000	2,049
172853,1980	-0,451	0,221	-0,178	1,000	2,501
172853,2069	-0,451	0,221	-0,178	1,000	2,641
172853,2319	-0,451	0,221	-0,178	1,000	3,161
172853,2399	-0,451	0,221	-0,178	1,000	3,324
172853,2569	-0,451	0,221	-0,178	1,000	3,677
172853,2819	-0,451	0,221	-0,178	1,000	4,147
172853,2988	-0,451	0,221	-0,178	1,000	4,508
172853,3068	-0,451	0,221	-0,178	1,000	4,680
172853,3317	-0,451	0,221	-0,178	1,000	5,274
172853,3397	-0,451	0,221	-0,178	1,000	5,440
172853,3567	-0,451	0,221	-0,177	1,000	5,819
172853,3816	-0,451	0,221	-0,177	1,000	6,308
172853,3985	-0,451	0,221	-0,177	1,000	6,665
172853,4065	-0,451	0,221	-0,177	1,000	6,838
172853,4315	-0,451	0,221	-0,177	1,000	7,354
172853,4394	-0,451	0,221	-0,177	1,000	7,521
172853,4564	-0,451	0,221	-0,177	1,000	7,945
172853,4823	-0,451	0,221	-0,177	1,000	8,529
172853,4983	-0,452	0,221	-0,177	1,000	8,885
172853,5063	-0,452	0,221	-0,177	1,000	9,054
172853,5302	-0,452	0,221	-0,176	1,000	9,545
