173035,0582	0,000	0,000	0,000
173035,0891	0,000	0,000	0,000
173035,1838	0,000	0,000	0,000
173035,2098	0,000	0,000	0,000
173035,2397	0,000	0,000	0,000
173035,3005	0,000	0,000	0,000
173035,3653	0,000	0,000	0,000
173035,4850	0,000	0,000	0,000
173035,5419	0,000	0,000	0,000
173035,6047	0,000	0,000	0,000
173035,6386	0,000	0,000	0,000
173035,7324	0,000	0,000	0,000
173035,7553	0,000	0,000	0,000
173035,7872	0,000	0,000	0,000
173035,8461	0,000	0,000	0,000
173035,9069	0,000	0,000	0,000
173036,0535	0,000	0,000	0,000
173036,0964	0,000	0,000	0,000
173036,1482	0,000	0,000	0,000
173036,1832	0,000	0,000	0,000
173036,2719	0,000	0,000	0,000
173036,3058	0,000	0,000	0,000
173036,3357	0,000	0,000	0,000
173036,3956	0,000	0,000	0,000
173036,4544	0,000	0,000	0,000
173036,5771	0,000	0,000	0,000
173036,6389	216,000	189,000	189,000
173036,6998	162,000	162,000	189,000
173036,7277	216,000	216,000	216,000
173036,8215	162,000	189,000	216,000
173036,8504	162,000	216,000	162,000
173036,8793	189,000	189,000	216,000
173036,9411	216,000	162,000	189,000
173037,0050	189,000	162,000	189,000
173037,1266	189,000	216,000	189,000
173037,1875	189,000	216,000	189,000
173037,2503	189,000	189,000	189,000
173037,4278	216,000	189,000	216,000
173037,7197	189,000	216,000	189,000
173037,7346	108,000	0,000	54,000
173037,7556	162,000	189,000	189,000
173037,8125	189,000	243,000	216,000
173037,8743	189,000	189,000	216,000
173037,9956	216,000	162,000	189,000
173038,0582	216,000	162,000	189,000
173038,1161	189,000	189,000	216,000
173038,1470	189,000	189,000	216,000
173038,2407	189,000	162,000	216,000
173038,2676	189,000	189,000	216,000
173038,2976	189,000	162,000	216,000
173038,3604	189,000	189,000	216,000
173038,4214	189,000	189,000	216,000
173038,5411	189,000	189,000	189,000
173038,6063	189,000	189,000	216,000
173038,6629	189,000	189,000	216,000
173038,6966	162,000	189,000	189,000
173038,7866	189,000	189,000	189,000
173038,8155	189,000	189,000	189,000
173038,8456	189,000	189,000	189,000
173038,9064	216,000	189,000	189,000
173038,9690	216,000	216,000	189,000
173039,0882	216,000	162,000	216,000
173039,1506	189,000	189,000	189,000
173039,2165	189,000	216,000	189,000
173039,2454	189,000	189,000	189,000
173039,3321	189,000	189,000	189,000
173039,3620	189,000	162,000	162,000
173039,3909	216,000	189,000	189,000
173039,4528	0,000	-27,000	0,000
173039,5137	0,000	0,000	0,000
173039,6365	0,000	-27,000	0,000
173039,6991	0,000	0,000	0,000
173039,7593	0,000	-27,000	0,000
173039,7902	0,000	-27,000	0,000
173039,8816	0,000	-27,000	0,000
173039,9119	0,000	0,000	0,000
173039,9429	0,000	0,000	0,000
173040,0036	0,000	0,000	0,000
173040,0658	0,000	0,000	0,000
173040,1924	0,000	0,000	0,000
173040,2493	0,000	0,000	0,000
173040,3101	0,000	0,000	0,000
173040,3390	0,000	0,000	0,000
173040,4288	0,000	0,000	0,000
173040,4587	0,000	0,000	0,000
173040,4896	0,000	0,000	0,000
173040,5494	0,000	0,000	0,000
173040,6133	0,000	0,000	0,000
173040,7320	0,000	0,000	0,000
173040,7908	0,000	0,000	0,000
173040,8556	0,000	0,000	0,000
173040,8825	0,000	0,000	0,000
173040,9733	0,000	0,000	0,000
173041,0042	0,000	0,000	0,000
173041,0381	0,000	0,000	0,000
173041,0990	0,000	0,000	0,000
173041,1668	0,000	0,000	0,000
173041,2785	0,000	0,000	0,000
173041,3393	0,000	0,000	0,000
173041,4062	0,000	0,000	0,000
173041,4321	0,000	0,000	0,000
173041,5238	0,000	0,000	0,000
173041,5548	0,000	0,000	0,000
173041,5827	0,000	0,000	0,000
173041,6405	0,000	0,000	0,000
173041,7024	0,000	0,000	0,000
173041,8230	0,000	0,000	0,000
173041,8839	0,000	0,000	0,000
173041,9437	0,000	0,000	0,000
173041,9736	0,000	0,000	0,000
173042,0644	0,000	0,000	0,000
173042,0943	0,000	0,000	0,000
173042,1252	0,000	0,000	0,000
173042,1891	0,000	0,000	0,000
173042,2459	0,000	0,000	0,000
173042,6249	0,000	0,000	0,000
173042,6847	0,000	0,000	0,000
173042,7246	0,000	0,000	0,000
173042,7557	0,000	0,000	0,000
173042,8514	0,000	0,000	0,000
173042,8775	0,000	0,000	0,000
173042,9072	0,000	0,000	0,000
173042,9691	0,000	0,000	0,000
173043,0309	0,000	0,000	0,000
173043,1605	0,000	0,000	0,000
173043,2144	0,000	0,000	0,000
173043,2734	0,000	0,000	0,000
173043,3043	-621,000	0,000	621,000
173043,3951	-621,000	0,000	594,000
173043,4311	-594,000	0,000	621,000
173043,4550	-621,000	0,000	621,000
173043,5232	-648,000	0,000	702,000
173043,5791	-621,000	0,000	648,000
173043,7147	-648,000	0,000	648,000
173043,7626	-621,000	0,000	675,000
173043,8234	-648,000	0,000	594,000
173043,8543	-621,000	0,000	675,000
173043,9471	-648,000	27,000	648,000
173043,9720	-648,000	0,000	675,000
173044,0019	-621,000	27,000	648,000
173044,0658	-621,000	0,000	675,000
