172745,9772	-0,457	0,221	-0,302	1,000	-8,730
172745,9931	-0,457	0,221	-0,302	1,000	-8,726
172746,0181	-0,457	0,221	-0,302	1,000	-8,720
172746,0360	-0,457	0,221	-0,302	1,000	-8,711
172746,0430	-0,457	0,221	-0,302	1,000	-8,723
172746,0599	-0,457	0,221	-0,302	1,000	-8,721
172746,0849	-0,457	0,221	-0,302	1,000	-8,721
172746,1019	-0,457	0,221	-0,302	1,000	-8,724
172746,1099	-0,457	0,221	-0,302	1,000	-8,731
172746,1269	-0,457	0,221	-0,302	1,000	-8,720
172746,1518	-0,457	0,221	-0,302	1,000	-8,721
172746,1687	-0,457	0,221	-0,302	1,000	-8,724
172746,1767	-0,457	0,221	-0,302	1,000	-8,726
172746,1937	-0,457	0,221	-0,302	1,000	-8,723
172746,2187	-0,457	0,221	-0,302	1,000	-8,732
172746,2347	-0,457	0,221	-0,302	1,000	-8,727
172746,2436	-0,457	0,221	-0,302	1,000	-8,722
172746,2606	-0,457	0,221	-0,302	1,000	-8,719
172746,2856	-0,457	0,221	-0,302	1,000	-8,727
172746,3016	-0,457	0,221	-0,302	1,000	-8,720
172746,3106	-0,457	0,221	-0,302	1,000	-8,724
172746,3266	-0,457	0,221	-0,302	1,000	-8,723
172746,3515	-0,457	0,221	-0,302	1,000	-8,721
172746,3685	-0,457	0,221	-0,302	1,000	-8,721
172746,3765	-0,457	0,221	-0,302	1,000	-8,720
172746,3935	-0,457	0,221	-0,302	1,000	-8,718
172746,4196	-0,457	0,221	-0,302	1,000	-8,717
172746,4356	-0,457	0,221	-0,302	1,000	-8,715
172746,4436	-0,457	0,221	-0,302	1,000	-8,723
172746,4605	-0,457	0,221	-0,302	1,000	-8,724
172746,4855	-0,457	0,221	-0,302	1,000	-8,720
172746,5034	-0,457	0,221	-0,302	1,000	-8,725
172746,5084	-0,457	0,221	-0,302	1,000	-8,723
172746,5254	-0,457	0,221	-0,302	1,000	-8,723
172746,5502	-0,457	0,221	-0,302	1,000	-8,730
172746,5681	-0,457	0,221	-0,302	1,000	-8,728
172746,5761	-0,457	0,221	-0,302	1,000	-8,724
172746,5941	-0,457	0,221	-0,302	1,000	-8,721
172746,6180	-0,457	0,221	-0,302	1,000	-8,723
172746,6349	-0,457	0,221	-0,302	1,000	-8,721
172746,6429	-0,457	0,221	-0,302	1,000	-8,722
172746,6599	-0,457	0,221	-0,302	1,000	-8,724
172746,6849	-0,457	0,221	-0,302	1,000	-8,720
172746,7019	-0,457	0,221	-0,302	1,000	-8,717
172746,7099	-0,457	0,221	-0,302	1,000	-8,723
172746,7268	-0,457	0,221	-0,302	1,000	-8,727
