182033,4312	-0,453	0,223	-0,817	1,000	-90,519	-0,020	-0,710	0,005	-0,704
182033,4402	-0,453	0,223	-0,817	1,000	-90,524	-0,020	-0,710	0,005	-0,704
182033,4491	-0,453	0,223	-0,817	1,000	-90,528	-0,020	-0,710	0,005	-0,704
182033,4591	-0,453	0,223	-0,817	1,000	-90,524	-0,019	-0,710	0,005	-0,704
182033,4681	-0,453	0,223	-0,817	1,000	-90,526	-0,019	-0,710	0,005	-0,704
182033,4771	-0,453	0,223	-0,817	1,000	-90,520	-0,019	-0,710	0,005	-0,704
182033,4860	-0,453	0,223	-0,817	1,000	-90,515	-0,019	-0,710	0,005	-0,704
182033,4960	-0,453	0,223	-0,817	1,000	-90,522	-0,019	-0,710	0,005	-0,704
182033,5050	-0,453	0,223	-0,817	1,000	-90,518	-0,019	-0,710	0,005	-0,704
182033,5140	-0,453	0,223	-0,817	1,000	-90,520	-0,019	-0,710	0,005	-0,704
182033,5229	-0,453	0,223	-0,817	1,000	-90,526	-0,019	-0,710	0,005	-0,704
182033,5319	-0,453	0,223	-0,817	1,000	-90,524	-0,019	-0,710	0,005	-0,704
182033,5409	-0,453	0,223	-0,817	1,000	-90,525	-0,019	-0,710	0,005	-0,704
182033,5499	-0,453	0,223	-0,817	1,000	-90,523	-0,020	-0,710	0,005	-0,704
182033,5588	-0,453	0,223	-0,817	1,000	-90,531	-0,019	-0,710	0,005	-0,704
182033,5678	-0,453	0,223	-0,817	1,000	-90,520	-0,019	-0,710	0,005	-0,704
182033,5768	-0,453	0,223	-0,817	1,000	-90,529	-0,020	-0,710	0,005	-0,704
182033,5868	-0,453	0,223	-0,817	1,000	-90,521	-0,019	-0,710	0,005	-0,704
182033,5977	-0,453	0,223	-0,817	1,000	-90,524	-0,019	-0,710	0,005	-0,704
182033,6067	-0,453	0,223	-0,817	1,000	-90,519	-0,019	-0,710	0,005	-0,704
182033,6157	-0,453	0,223	-0,817	1,000	-90,523	-0,019	-0,710	0,005	-0,704
182033,6247	-0,453	0,223	-0,817	1,000	-90,526	-0,020	-0,710	0,005	-0,704
182033,6336	-0,453	0,223	-0,817	1,000	-90,528	-0,019	-0,710	0,005	-0,704
182033,6426	-0,453	0,223	-0,817	1,000	-90,522	-0,019	-0,710	0,005	-0,704
182033,6516	-0,453	0,223	-0,817	1,000	-90,522	-0,019	-0,710	0,005	-0,704
182033,6606	-0,453	0,223	-0,817	1,000	-90,520	-0,019	-0,710	0,005	-0,704
182033,6695	-0,453	0,223	-0,817	1,000	-90,530	-0,019	-0,710	0,005	-0,704
182033,6785	-0,453	0,223	-0,817	1,000	-90,521	-0,019	-0,710	0,005	-0,704
182033,6875	-0,453	0,223	-0,817	1,000	-90,514	-0,019	-0,710	0,005	-0,704
182033,6965	-0,453	0,223	-0,817	1,000	-90,517	-0,020	-0,710	0,005	-0,704
182033,7055	-0,453	0,223	-0,817	1,000	-90,525	-0,019	-0,710	0,005	-0,704
182033,7154	-0,453	0,223	-0,817	1,000	-90,521	-0,020	-0,710	0,005	-0,704
182033,7244	-0,453	0,223	-0,817	1,000	-90,521	-0,020	-0,710	0,005	-0,704
182033,7335	-0,453	0,223	-0,817	1,000	-90,517	-0,019	-0,710	0,005	-0,704
182033,7434	-0,453	0,223	-0,817	1,000	-90,521	-0,020	-0,710	0,005	-0,704
182033,7534	-0,453	0,223	-0,817	1,000	-90,522	-0,019	-0,710	0,005	-0,704
182033,7624	-0,453	0,223	-0,817	1,000	-90,590	-0,019	-0,710	0,005	-0,703
182033,7714	-0,453	0,223	-0,817	1,000	-90,521	-0,020	-0,710	0,005	-0,704
182033,7803	-0,453	0,223	-0,817	1,000	-90,520	-0,019	-0,710	0,005	-0,704
182033,7893	-0,453	0,223	-0,817	1,000	-90,514	-0,019	-0,710	0,005	-0,704
182033,7993	-0,453	0,223	-0,817	1,000	-90,524	-0,019	-0,710	0,005	-0,704
182033,8083	-0,453	0,223	-0,817	1,000	-90,522	-0,019	-0,710	0,005	-0,704
182033,8172	-0,453	0,223	-0,817	1,000	-90,523	-0,019	-0,710	0,005	-0,704
182033,8262	-0,453	0,223	-0,817	1,000	-90,517	-0,019	-0,710	0,005	-0,704
182033,8352	-0,453	0,223	-0,817	1,000	-90,525	-0,019	-0,710	0,005	-0,704
182033,8442	-0,453	0,223	-0,817	1,000	-90,517	-0,019	-0,710	0,005	-0,704
182033,8531	-0,453	0,223	-0,817	1,000	-90,526	-0,019	-0,710	0,005	-0,704
182033,8621	-0,453	0,223	-0,817	1,000	-90,523	-0,020	-0,710	0,005	-0,704
182033,8721	-0,453	0,223	-0,817	1,000	-90,521	-0,020	-0,710	0,005	-0,704
182033,8811	-0,453	0,223	-0,817	1,000	-90,519	-0,020	-0,710	0,005	-0,704
182033,8900	-0,453	0,223	-0,817	1,000	-90,520	-0,019	-0,710	0,005	-0,704
182033,9000	-0,453	0,223	-0,817	1,000	-90,530	-0,020	-0,710	0,005	-0,704
182033,9090	-0,453	0,223	-0,817	1,000	-90,521	-0,019	-0,710	0,005	-0,704
182033,9180	-0,453	0,223	-0,817	1,000	-90,519	-0,019	-0,710	0,005	-0,704
182033,9269	-0,453	0,223	-0,817	1,000	-90,523	-0,020	-0,710	0,005	-0,704
182033,9369	-0,453	0,223	-0,817	1,000	-90,515	-0,019	-0,710	0,005	-0,704
182033,9459	-0,453	0,223	-0,817	1,000	-90,520	-0,019	-0,710	0,005	-0,704
182033,9549	-0,453	0,223	-0,817	1,000	-90,522	-0,019	-0,710	0,005	-0,704
182033,9639	-0,453	0,223	-0,817	1,000	-90,522	-0,020	-0,710	0,005	-0,704
182033,9728	-0,453	0,223	-0,817	1,000	-90,525	-0,019	-0,710	0,005	-0,704
182033,9818	-0,453	0,223	-0,817	1,000	-90,516	-0,019	-0,710	0,005	-0,704
182033,9928	-0,453	0,223	-0,817	1,000	-90,590	-0,019	-0,710	0,005	-0,703
182034,0017	-0,453	0,223	-0,817	1,000	-90,527	-0,019	-0,710	0,005	-0,704
182034,0107	-0,453	0,223	-0,817	1,000	-90,525	-0,019	-0,710	0,005	-0,704
182034,0197	-0,453	0,223	-0,817	1,000	-90,529	-0,020	-0,710	0,005	-0,704
182034,0287	-0,453	0,223	-0,817	1,000	-90,522	-0,020	-0,710	0,005	-0,704
182034,0377	-0,453	0,223	-0,817	1,000	-90,526	-0,019	-0,710	0,005	-0,704
182034,0466	-0,453	0,223	-0,817	1,000	-90,517	-0,019	-0,710	0,005	-0,704
182034,0556	-0,453	0,223	-0,817	1,000	-90,522	-0,019	-0,710	0,005	-0,704
182034,0646	-0,453	0,223	-0,817	1,000	-90,515	-0,020	-0,710	0,005	-0,704
182034,0736	-0,453	0,223	-0,817	1,000	-90,594	-0,019	-0,710	0,005	-0,703
182034,0825	-0,453	0,223	-0,817	1,000	-90,516	-0,019	-0,710	0,005	-0,704
182034,0915	-0,453	0,223	-0,817	1,000	-90,587	-0,019	-0,710	0,005	-0,703
182034,1005	-0,453	0,223	-0,817	1,000	-90,530	-0,019	-0,710	0,005	-0,704
182034,1095	-0,453	0,223	-0,817	1,000	-90,521	-0,020	-0,710	0,005	-0,704
182034,1184	-0,453	0,223	-0,817	1,000	-90,520	-0,020	-0,710	0,005	-0,704
182034,1284	-0,453	0,223	-0,817	1,000	-90,519	-0,019	-0,710	0,005	-0,704
